review_tag,hotel_star,address,services,price_range,hotel_name,review_score
"All reviews,football field,food court,the bus,sports theme,disney world,preferred room,magic bands,rooms are small,all star music,gift shop,disney transportation,pop century,extra magic hours,online check,magical express,budget hotel,main building,disney experience,dining plan,place to sleep",2.5 star — Disney's All-Star Sports Resort 2.5*,"1701 West Buena Vista Drive,Orlando,FL,32830-8437","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge ,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Children Activities (Kid / Family Friendly),
Airport Transportation,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$103 - $298 (Based on Average Rates for a Standard Room)
","
,
Disney's All-Star Sports Resort
",4
"All reviews,universal studios,front desk,pancake machine,major blvd,free breakfast,yogurt,free shuttle,king suite,cab ride,non smoking,golden corral,the breakfast area,small pool,rooms were clean,shuttle service,hot breakfast,harry potter,late check,sofa bed,hie",2.5 star — Holiday Inn Express Hotel & Suites Universal Studios Orlando 2.5*,"5605 Major Boulevard,Orlando,FL,32819-7960","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms,
Smoking rooms available ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Laundry Service,
Multilingual Staff,
Shuttle Bus Service,
Free Parking,
Free Breakfast,
Breakfast Available,
Dry Cleaning,
Business Center with Internet Access,
Self-Serve Laundry ","
$97 - $175 (Based on Average Rates for a Standard Room)
","
,
Holiday Inn Express Hotel & Suites Universal Studios Orlando
",4
"All reviews,bahama breeze,golden corral,the indoor outdoor pool,downtown disney,food court,pizza hut,breakfast buffet,lake buena vista,disney world,restaurants within walking distance,premium outlets,outlet mall,pool view,lobby area,nice pool,short drive,business center,mini fridge,disney vacation,free shuttle",3 star — Courtyard Orlando Lake Buena Vista in the Marriott Village 3*,"8623 Vineland Ave,Orlando,FL,32821-6499","
Wheelchair access,
Non-Smoking Hotel ,
Restaurant,
Pool,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub ,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Business Center with Internet Access,
Meeting Rooms,
Concierge,
Self-Serve Laundry,
Conference Facilities,
Dry Cleaning,
Laundry Service,
Banquet Room,
Multilingual Staff ","
$98 - $195 (Based on Average Rates for a Standard Room)
","
,
Courtyard Orlando Lake Buena Vista in the Marriott Village
",4
"All reviews,the manager's reception,made to order breakfast,the shuttle driver,port canaveral,complimentary breakfast,breakfast was excellent,hilton honors,rental car,stayed one night,next morning,great stay,free shuttle,would stay here again,would highly recommend this hotel,front desk staff,very nice hotel,atrium,mco,roomy,couch",3.5 star — Embassy Suites by Hilton Orlando Airport 3.5*,"5835 T G Lee Blvd,Orlando,FL,32822-4402","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Restaurant,
Hot Tub ,
Suites,
Kitchenette,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi,
Public Wifi,
Paid Internet ,
Business Center with Internet Access,
Room Service,
Free Breakfast,
Shuttle Bus Service,
Airport Transportation,
Meeting Rooms,
Conference Facilities,
Dry Cleaning,
Laundry Service,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry ","
$118 - $248 (Based on Average Rates for a Standard Room)
","
,
Embassy Suites by Hilton Orlando Airport
",4
"All reviews,food court,family suite,piano pool,calypso building,the bus,jazz inn,rock inn,calypso pool,disney world,main building,preferred room,all star sports,magic bands,gift shop,dining plan,disney experience,disney transportation,rooms are small,free transportation,budget hotel",2.5 star — Disney's All-Star Music Resort 2.5*,"1801 West Buena Vista Drive,Orlando,FL,32830-8436","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge ,
Non-Smoking Rooms,
Suites,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Children Activities (Kid / Family Friendly),
Airport Transportation,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$100 - $348 (Based on Average Rates for a Standard Room)
","
,
Disney's All-Star Music Resort
",4
"All reviews,pizza hut,basketball court,one bedroom suite,full kitchen,free breakfast,discovery cove,quick queue,close to sea world,the breakfast area,international drive,pool area,every morning,yogurt,hot tub,laundry room,two queen beds,hot breakfast,family hotel,living area,spacious rooms",3 star — Residence Inn Orlando at SeaWorld 3*,"11000 Westwood Boulevard,Orlando,FL,32821","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Hot Tub,
Tennis Court ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Business Center with Internet Access,
Free Breakfast,
Dry Cleaning,
Meeting Rooms,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities,
Laundry Service,
Concierge,
Banquet Room ","
$93 - $251 (Based on Average Rates for a Standard Room)
","
,
Residence Inn Orlando at SeaWorld
",4
"All reviews,food court,hippy dippy pool,art of animation,the bus,preferred room,the bowling pin pool,classic hall,pop culture,disney world,rooms are small,main building,gift shop,magical express,magic kingdom,dining plan,cast members,refillable mugs,meal plan,bus service,online check",2.5 star — Disney's Pop Century Resort 2.5*,"1050 Century Drive,Orlando,FL,32830-8433","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Bar/Lounge ,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Airport Transportation,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry ","
$113 - $268 (Based on Average Rates for a Standard Room)
","
,
Disney's Pop Century Resort
",4
"All reviews,executive level,international drive,priority club,junior suite,fantastic hotel,pool area,the general manager,the air conditioning,wet n wild,the hotel is clean,games room,would recommend this hotel to anyone,per day,free shuttle,self parking,lisandro,ihg,concierge,perkins,valet",4 star — Crowne Plaza Orlando Universal 4*,"7800 Universal Blvd,Orlando,FL,32819-8950","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ),
Non-Smoking Hotel ,
Fitness Center with Gym / Workout Room,
Pool,
Restaurant,
Bar/Lounge ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Room Service,
Meeting Rooms,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Conference Facilities,
Dry Cleaning,
Self-Serve Laundry ","
$105 - $215 (Based on Average Rates for a Standard Room)
","
,
Crowne Plaza Orlando Universal
",4
"All reviews,world center,second bedroom,marriott world,living room,the main hotel,hawks landing,marriott vacation club property,screened in porch,full kitchen,separate door,on demand,washer and dryer,memory foam,golf course view,disney parks,end unit,an easy drive,granite countertops,stayed at the marriott,laundry room",3.5 star — Marriott's Royal Palms 3.5*,"8404 Vacation Way,Orlando,FL,32821","
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub,
Tennis Court,
Restaurant,
Golf course ,
Kitchenette,
Suites,
Family Rooms,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Concierge,
Self-Serve Laundry,
Children Activities (Kid / Family Friendly),
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service ","
$190 - $484 (Based on Average Rates for a Standard Room)
","
,
Marriott's Royal Palms
",4.5
"All reviews,residence inn,medical city,ucf campus,multi level parking garage,courtyard property,trendy hotel,bistro staff,air purifier,minutes from the airport,an early flight,great hotel,minute drive,king size bed,close to the airport,stayed here for one night,front desk staff,would stay here again,free wifi,mini fridge,top floor",3 star — Courtyard Orlando Lake Nona 3*,"6955 Lake Nona Boulevard,Orlando,FL,32827-7560","
Non-Smoking Hotel,
Wheelchair access ,
Pool,
Restaurant,
Bar/Lounge,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms,
Suites,
Family Rooms,
Accessible rooms ,
Microwave,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi,
Paid Wifi ,
Free Parking,
Airport Transportation,
Meeting Rooms,
Business Center with Internet Access,
Shuttle Bus Service,
Dry Cleaning,
Self-Serve Laundry ","
$108 - $223 (Based on Average Rates for a Standard Room)
","
,
Courtyard Orlando Lake Nona
",4.5
"All reviews,front desk,keurig coffee maker,business traveler,business trip,i highly recommend this hotel,fitness room,fitness center,clean hotel,breakfast buffet,great stay,business center,hot tub,each morning,home away from home,rooms are spacious,we've stayed,yogurt,mini fridge,hgi,lobby",3 star — Hilton Garden Inn Orlando East/UCF Area 3*,"1959 N Alafaya Trl,Orlando,FL,32826-4722","
Wheelchair access ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Meeting Rooms,
Conference Facilities,
Room Service,
Dry Cleaning,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry ","
$128 - $189 (Based on Average Rates for a Standard Room)
","
,
Hilton Garden Inn Orlando East/UCF Area
",4
"All reviews,stay ay,stay sky,international drive,basketball court,free breakfast,hot breakfast,sofa bed,separate bedroom,universal studios,walking distance,pool and hot tub,full kitchen,living area,yogurt,family vacation,great place to stay,nice stay,pool area,free shuttle,beds were comfortable",2.5 star — StaySky Suites I-Drive Orlando 2.5*,"7601 Canada Ave,Orlando,FL,32819-8252","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Bar/Lounge,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Suites,
Kitchenette,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Shuttle Bus Service,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$71 - $146 (Based on Average Rates for a Standard Room)
","
,
StaySky Suites I-Drive Orlando
",4
"All reviews,international drive,fridge freezer,grab and go,stove top,yogurt,tea coffee,kitchen area,sofa bed,free shuttle to disney,dvd player,continental breakfast,full kitchen,laundry room,family holiday,dining table,third floor,bars and restaurants,i ride trolley,pool and hot tub,clean towels",2.5 star — Extended Stay America - Orlando - Convention Center - Universal Blvd 2.5*,"8750 Universal Blvd,Orlando,FL,32819-9358","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access ,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry,
Shuttle Bus Service ","
$70 - $164 (Based on Average Rates for a Standard Room)
","
,
Extended Stay America - Orlando - Convention Center - Universal Blvd
",4
"All reviews,the concierge lounge,crimson tavern,indoor outdoor pool,an early flight,port canaveral,small lake,one night stay,rental car,other hotels,nice property,business trip,self park,parking fee,shuttle service,nice pool,free shuttle,clean hotel,fitness center,lobby,mco",4 star — Orlando Airport Marriott Lakeside 4*,"7499 Augusta National Dr,Orlando,FL,32822-5015","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi,
Paid Internet ,
Room Service,
Business Center with Internet Access,
Shuttle Bus Service,
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Concierge,
Banquet Room,
Multilingual Staff,
Conference Facilities,
Laundry Service,
Self-Serve Laundry ","
$126 - $279 (Based on Average Rates for a Standard Room)
","
,
Orlando Airport Marriott Lakeside
",4
"All reviews,corner suite,cooked to order breakfast,international drive,manager's reception,free happy hour,free breakfast,convention center,breakfast staff,universal studios,every evening,hot breakfast,the breakfast area,living area,sofa bed,free shuttle,yogurt,atrium,uno,renovation,housekeeping",3.5 star — Embassy Suites by Hilton Orlando International Drive Jamaican Court 3.5*,"8250 Jamaican Ct,Orlando,FL,32819-9313","
Non-Smoking Hotel,
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub ,
Non-Smoking Rooms,
Suites,
Family Rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Room Service,
Business Center with Internet Access,
Free Breakfast,
Meeting Rooms,
Conference Facilities,
Shuttle Bus Service,
Dry Cleaning,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry ","
$126 - $278 (Based on Average Rates for a Standard Room)
","
,
Embassy Suites by Hilton Orlando International Drive Jamaican Court
",4
"All reviews,one bedroom suite,full kitchen,cabana bar,universal studios,international drive,grand suite,washer and dryer,wet n wild,huge bathroom,pool area,jetted tub,resort fee,the general manager,the sofa bed,free shuttle,shuttle service,definitely stay here again,minute drive,coffee maker,living area",3.5 star — The Point Orlando Resort 3.5*,"7389 Universal Blvd,Orlando,FL,32819-8322","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Bar/Lounge,
Hot Tub ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Shuttle Bus Service,
Room Service,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$107 - $213 (Based on Average Rates for a Standard Room)
","
,
The Point Orlando Resort
",4.5
"All reviews,medical city,courtyard hotel,close to the airport,free breakfast,master switch,newer property,front desk staff was helpful,rewards member,great hotel,great stay,fire pit,every morning,laundry room,lobby area,place to stay,nice size,comfortable bed,yogurt,two nights,the hotel staff",3 star — Residence Inn Orlando Lake Nona 3*,"6955 Lake Nona Blvd,Orlando,FL,32827","
Non-Smoking Hotel,
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool,
Fitness Center with Gym / Workout Room ,
Suites,
Kitchenette,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Shuttle Bus Service,
Free Parking,
Airport Transportation,
Free Breakfast,
Meeting Rooms,
Laundry Service,
Self-Serve Laundry,
Dry Cleaning,
Business Center with Internet Access ","
$123 - $257 (Based on Average Rates for a Standard Room)
","
,
Residence Inn Orlando Lake Nona
",4.5
"All reviews,front desk,executive floor,the shuttle driver,early flight,next morning,one night stay,boarding passes,free shuttle,business trip,bed was comfortable,nice property,nice room,florida mall,nice stay,gift shop,beatriz,stopover,hooters,tennis,maintenance",3 star — Holiday Inn Orlando International Airport 3*,"5750 T G Lee Blvd,Orlando,FL,32822-4421","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Restaurant,
Fitness Center with Gym / Workout Room,
Pool,
Bar/Lounge ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Shuttle Bus Service,
Room Service,
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Banquet Room,
Self-Serve Laundry,
Conference Facilities,
Free Parking,
Laundry Service,
Concierge,
Multilingual Staff ","
$101 - $178 (Based on Average Rates for a Standard Room)
","
,
Holiday Inn Orlando International Airport
",4
