title;main_story_length;mainextra_length;completionist_length;combined_length;platform
True Swing Golf;;;;;Nintendo DS
Ultimate Mortal Kombat;0.7;;0.6666666666666666;0.6666666666666666;Nintendo DS
Viewtiful Joe: Double Trouble!;5;;;5;Nintendo DS
WarioWare D.I.Y.;2;6;21;14.5;Nintendo DS
WarioWare: Snapped!;;;;;Nintendo DS
Worms: Open Warfare;;;5.5;5.5;Nintendo DS
Worms: Open Warfare 2;;;10;10;Nintendo DS
Yu-Gi-Oh!: Nightmare Troubadour;29;69.5;67;50.5;Nintendo DS
Zenonia;17;22;36;19.5;Nintendo DS
Cars Mater-National Championship;4;5;6;5;Nintendo DS
MySims Kingdom;14;;;14;Nintendo DS
Pac 'n Roll;4;;;4;Nintendo DS
A Kappa's Trail;8;;;8;Nintendo DS
Phoenix Wright: Ace Attorney - Dual Destinies: Turnabout Reclaimed DLC;5.5;6;6.5;6.5;Nintendo DS
Mario & Sonic at the Olympic Winter Games;;;15.5;15.5;Nintendo DS
Bookstore Dream;5;6;;5.5;Nintendo DS
Retro Atari Classics;;;;;Nintendo DS
Super Dodgeball Brawlers;0.6833333333333333;;;0.6833333333333333;Nintendo DS
The Sims 2 (Handheld);;;60;60;Nintendo DS
42 All-Time Classics;;;;;Nintendo DS
Alice in Wonderland (2010, DS);10;;11;10.5;Nintendo DS
Assassin's Creed II: Discovery;5;8;3;5;Nintendo DS
Assassin's Creed: Altair's Chronicles;5;4;5;5;Nintendo DS
Contra 4;4;;17;5;Nintendo DS
de Blob 2;11.5;17.5;19;14;Nintendo DS
Dragon Quest Heroes: Rocket Slime;12.5;15.5;24;14.5;Nintendo DS
Dungeon Explorer: Warriors of Ancient Arts;11.5;;;11.5;Nintendo DS
Etrian Odyssey;50.5;65;72;57;Nintendo DS
Front Mission (DS);25.5;28.5;30.5;28;Nintendo DS
Giana Sisters DS;2.5;3;4.5;3.5;Nintendo DS
Luminous Arc;22.5;24.5;52.5;27;Nintendo DS
Magical Starsign;26;32;30.5;27.5;Nintendo DS
Mario Hoops 3-on-3;3.5;5;;4;Nintendo DS
N+;17;;18;17.5;Nintendo DS
Nanostray;1;;;1;Nintendo DS
Osu! Tatakae! Ouendan;6.5;8;18.5;16;Nintendo DS
Soul Bubbles;6;9;10;9;Nintendo DS
Tales of Hearts;57;45.5;;49;Nintendo DS
Dragon Ball: Origins 2;10;;28;19;Nintendo DS
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!;5;5.5;7;5.5;Nintendo DS
Again: Interactive Crime Novel;11.5;;10.5;10.5;Nintendo DS
Age of Empires: The Age of Kings;15.5;29.5;40;25;Nintendo DS
Art Academy: First Semester;;;8;8;Nintendo DS
Art Style: PiCOPiCT;2;3.5;18;5.5;Nintendo DS
Avatar: The Last Airbender;7.5;8;;7.5;Nintendo DS
Away: Shuffle Dungeon;16.5;15;23;17;Nintendo DS
Bleach: Dark Souls;9.5;16;23;14;Nintendo DS
Bleach: The 3rd Phantom;55.5;79;29;55;Nintendo DS
Burnout Legends;;13;15;13;Nintendo DS
Chronicles of Mystery: Curse of the Ancient Temple;2.5;;;2.5;Nintendo DS
Code Lyoko: Fall of X.A.N.A.;13;;;13;Nintendo DS
Custom Robo Arena;18;21;48;22.5;Nintendo DS
Deal or No Deal;0.08333333333333333;;4.5;0.6333333333333333;Nintendo DS
Digimon World Championship;18;;;18;Nintendo DS
Digimon World Dawn and Dusk;24.5;29;44.5;30.5;Nintendo DS
Diner Dash;4.5;5.5;6;5;Nintendo DS
Dragon Ball Z: Attack of the Saiyans;23.5;30;28.5;26;Nintendo DS
Elebits: The Adventures of Kai and Zero;8.5;;12.5;9;Nintendo DS
Flower, Sun, and Rain;14;;7.5;10;Nintendo DS
Freshly-Picked Tingle's Rosy Rupeeland;;;33;33;Nintendo DS
Glory of Heracles;29.5;40.5;37.5;34;Nintendo DS
Harvest Moon DS: Grand Bazaar;;105;;105;Nintendo DS
Harvest Moon: The Tale of Two Towns;30;181.5;;110;Nintendo DS
Henry Hatsworth in the Puzzling Adventure;17.5;16;24;20.5;Nintendo DS
Hoshigami Remix;38.5;30;;34.5;Nintendo DS
Inazuma Eleven 2;21;40.5;98.5;31.5;Nintendo DS
Infinite Space;42;64;61.5;59.5;Nintendo DS
Izuna: Legend of the Unemployed Ninja;21;19;;20;Nintendo DS
Jump Ultimate Stars;19.5;23.5;53.5;28.5;Nintendo DS
Little Red Riding Hood's Zombie BBQ;4;;;4;Nintendo DS
Lost in Blue;;22;22;22;Nintendo DS
LostMagic;11;13;6.5;10;Nintendo DS
LovePlus;8;13;195;34;Nintendo DS
Luminous Arc 2;34.5;55.5;62;45;Nintendo DS
Metcha! Taiko no Tatsujin DS: Nanatsu no Shima no Daibouken;4.5;19;24;12.5;Nintendo DS
Mega Man Battle Network 5;28.5;36.5;45;38.5;Nintendo DS
Mega Man Star Force;16.5;24;32;20.5;Nintendo DS
Mega Man Star Force 2;18.5;21.5;24;20;Nintendo DS
Mega Man Star Force 3;19;20;30;20;Nintendo DS
Metal Slug 7;1;;;1;Nintendo DS
Metropolis Crimes;7;;6;6.5;Nintendo DS
Miami Law;5;11;;8.5;Nintendo DS
Nanashi no Game;;10;30;20;Nintendo DS
Naruto: Ninja Destiny;2;;16;13;Nintendo DS
Peggle: Dual Shot;;;;;Nintendo DS
Planet Puzzle League;0.31666666666666665;;;0.31666666666666665;Nintendo DS
Point Blank DS;4.5;;;4.5;Nintendo DS
Polarium;5.5;;;5.5;Nintendo DS
Princess Debut;4.5;;44;11;Nintendo DS
Ridge Racer DS;;;;;Nintendo DS
Rondo of Swords;18;17;43;20.5;Nintendo DS
Sands of Destruction;19.5;21;30.5;22;Nintendo DS
Taiko no Tatsujin DS: Dororon! Yokai Daikessen!!;8.5;22;41;18.5;Nintendo DS
Taiko no Tatsujin DS: Touch de Dokodon;2;;47;10;Nintendo DS
Tales of Innocence;30.5;31;71;36.5;Nintendo DS
Tenchu: Dark Secret;7;;;7;Nintendo DS
The Dark Spire;28;77;51;50.5;Nintendo DS
The Rub Rabbits!;2;2.5;;2;Nintendo DS
Viva Piñata: Pocket Paradise;20;;;20;Nintendo DS
Witch's Wish;;10;25;17.5;Nintendo DS
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009;40;18;240.5;120;Nintendo DS
Yu-Gi-Oh! 5D's World Championship 2010: Reverse of Arcadia;27.5;;208;153.5;Nintendo DS
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus;41;31;;39;Nintendo DS
Yu-Gi-Oh! GX Spirit Caller;20;;82.5;65.5;Nintendo DS
Yu-Gi-Oh! World Championship 2007;;50;35;42.5;Nintendo DS
Yu-Gi-Oh! World Championship 2008;21;50;133;59;Nintendo DS
Mr. Driller Drill Spirits;;;;;Nintendo DS
Cartoon Network Racing;;;15;15;Nintendo DS
Xenosaga I & II;20;;;;Nintendo DS
Battles of Prince of Persia;10.5;;;10.5;Nintendo DS
Naruto Shippuden: Ninja Council 4;2.5;;;2.5;Nintendo DS
Naruto: Ninja Council 2 European Version;2.5;;;2.5;Nintendo DS
Resident Evil 4;16.5;20.5;26.5;18.5;Nintendo GameCube
Star Wars Jedi Knight II: Jedi Outcast;12;15;17;13.5;Nintendo GameCube
Tomb Raider: Legend;7.5;9;16.5;8.5;Nintendo GameCube
Beyond Good & Evil;10.5;12;13;12;Nintendo GameCube
Prince of Persia: The Two Thrones;10;11;12.5;10.5;Nintendo GameCube
Sonic Adventure DX;9.5;17.5;42;14.5;Nintendo GameCube
Prince of Persia: The Sands of Time;9;10;12;9.5;Nintendo GameCube
Prince of Persia: Warrior Within;12.5;14.5;18.5;14;Nintendo GameCube
Tom Clancy's Splinter Cell: Chaos Theory;13;13.5;21;14;Nintendo GameCube
Resident Evil HD Remaster;10;13.5;34.5;12;Nintendo GameCube
The Legend of Zelda: Twilight Princess;37;47;55.5;45;Nintendo GameCube
Tom Clancy's Splinter Cell;12;14.5;15;13;Nintendo GameCube
Crazy Taxi;3;4;5;4;Nintendo GameCube
The Legend of Zelda: Ocarina of Time;27;30.5;39;30.5;Nintendo GameCube
Red Faction II;4.5;6;6;5;Nintendo GameCube
Super Mario Sunshine;18;22;32.5;20.5;Nintendo GameCube
Ikaruga;2;;;2;Nintendo GameCube
Metroid Prime 2: Echoes;18;20.5;22;20;Nintendo GameCube
The Legend of Zelda;9;10.5;13.5;10;Nintendo GameCube
Metroid Prime;13;16.5;19.5;15.5;Nintendo GameCube
Sonic Adventure 2;9.5;17.5;35;13.5;Nintendo GameCube
Call of Duty;7.5;8;9;8;Nintendo GameCube
Metroid Prime 3: Corruption;14;17;19;16;Nintendo GameCube
Paper Mario: The Thousand-Year Door;30;39.5;78.5;37;Nintendo GameCube
Resident Evil Code: Veronica X;12;13;25;12;Nintendo GameCube
The Legend of Zelda: Majora's Mask;19.5;26;28;24.5;Nintendo GameCube
The Legend of Zelda: The Wind Waker;29;34.5;65.5;33.5;Nintendo GameCube
Final Fantasy Crystal Chronicles;18.5;25;24.5;21;Nintendo GameCube
Sonic the Hedgehog (1991);1.5;2;2;2;Nintendo GameCube
Tales of Symphonia;50.5;66;216;65.5;Nintendo GameCube
Zelda II: The Adventure of Link;10.5;12;12.5;12;Nintendo GameCube
Pikmin;8.5;9;9;9;Nintendo GameCube
Sonic CD;2;4;7;2.5;Nintendo GameCube
Crash Nitro Kart;8;6;11;8.5;Nintendo GameCube
Dr. Robotnik's Mean Bean Machine;3;;4;3.5;Nintendo GameCube
Luigi's Mansion;6.5;6.5;8;7;Nintendo GameCube
Eternal Darkness: Sanity's Requiem;13;15;29.5;15;Nintendo GameCube
Mega Man 2;2.5;2.5;3.5;3;Nintendo GameCube
Need for Speed: Underground 2;19.5;20.5;20.5;20;Nintendo GameCube
Resident Evil Zero;12;12.5;12.5;12;Nintendo GameCube
Sonic the Hedgehog 2 (16-bit);2.5;3;3;2.5;Nintendo GameCube
F-Zero GX;8.5;21;38;20.5;Nintendo GameCube
Killer7;12.5;13;12;12.5;Nintendo GameCube
Mario Kart: Double Dash!!;7;11.5;17.5;12;Nintendo GameCube
Resident Evil 2;5.5;8;13.5;6.5;Nintendo GameCube
Donkey Kong Jungle Beat;5;7.5;9.5;6.5;Nintendo GameCube
Fire Emblem: Path of Radiance;32.5;35.5;43;34.5;Nintendo GameCube
GoldenEye: Rogue Agent;12.5;;;12.5;Nintendo GameCube
Resident Evil 3: Nemesis;6.5;8.5;10;7.5;Nintendo GameCube
The Legend of Zelda: Four Swords Adventures;15;17;15.5;15;Nintendo GameCube
Viewtiful Joe;8;11.5;22.5;8.5;Nintendo GameCube
BloodRayne;7;9.5;14;7.5;Nintendo GameCube
Need for Speed: Underground;14;17;21;15.5;Nintendo GameCube
Pokémon XD: Gale of Darkness;25.5;31.5;61.5;34;Nintendo GameCube
Sonic Chaos;1.5;;3;1.5;Nintendo GameCube
The Legend of Zelda Collector's Edition;171;;;;Nintendo GameCube
Donkey Konga;19.5;;25;20;Nintendo GameCube
James Bond 007: Everything or Nothing;10.5;12;22.5;11;Nintendo GameCube
Mario Strikers Charged (Football);10.5;14;;12.5;Nintendo GameCube
Mega Man;3;3;3.5;3;Nintendo GameCube
Metal Gear Solid: The Twin Snakes;10;10.5;14.5;10;Nintendo GameCube
Pokémon Colosseum;24.5;41.5;50;36;Nintendo GameCube
Spider-Man 2;8;12.5;35;10.5;Nintendo GameCube
Super Smash Bros. Melee;9;52;128.5;46;Nintendo GameCube
Tony Hawk's Underground;6.5;8.5;14.5;8.5;Nintendo GameCube
XIII;9;12.5;13;10;Nintendo GameCube
The Grim Adventures of Billy & Mandy;0.6666666666666666;;20;10.5;Nintendo GameCube
Baldur's Gate: Dark Alliance;14;17.5;17;15.5;Nintendo GameCube
Freedom Fighters;8;9.5;12.5;8.5;Nintendo GameCube
James Bond 007: Nightfire;6.5;8;13;8;Nintendo GameCube
Pikmin 2;12.5;24;27;18;Nintendo GameCube
Resident Evil (2002);11;11.5;18.5;12;Nintendo GameCube
Skies of Arcadia Legends;43.5;51.5;67.5;52;Nintendo GameCube
Sonic Heroes;10.5;17.5;37.5;15.5;Nintendo GameCube
SpongeBob SquarePants: Battle for Bikini Bottom;13.5;15;19;15.5;Nintendo GameCube
Star Fox: Assault;6;7;9.5;6.5;Nintendo GameCube
The Legend of Zelda: Ocarina of Time Master Quest;19.5;30.5;31;26.5;Nintendo GameCube
The Lord of the Rings: The Two Towers (Console);6.5;8;9;7;Nintendo GameCube
TimeSplitters: Future Perfect;8.5;21;38;13;Nintendo GameCube
Baten Kaitos: Eternal Wings and the Lost Ocean;56;58.5;151.5;63.5;Nintendo GameCube
Burnout 2: Point of Impact;10.5;20.5;47;21.5;Nintendo GameCube
Gun;6;8.5;13.5;8.5;Nintendo GameCube
Lego Star Wars II: The Original Trilogy;11.5;14.5;28;15.5;Nintendo GameCube
Mega Man X Collection;13;;;;Nintendo GameCube
Peter Jackson's King Kong: The Official Game of the Movie;7;7;8;7;Nintendo GameCube
Resident Evil;6.5;8;15;7.5;Nintendo GameCube
Sonic Adventure 2 Battle;10.5;36;85;29.5;Nintendo GameCube
Sonic the Hedgehog 3;2.5;3;5.5;3;Nintendo GameCube
Star Fox Adventures;11.5;17;17;15;Nintendo GameCube
Star Wars: The Clone Wars;5;8.5;9;6;Nintendo GameCube
The Lord of the Rings: The Third Age;22.5;23;24;23;Nintendo GameCube
The Sims Bustin' Out;26.5;20;24;23.5;Nintendo GameCube
TimeSplitters 2;12.5;28;27.5;21.5;Nintendo GameCube
Viewtiful Joe 2;8;;12.5;8.5;Nintendo GameCube
Batman Begins;7.5;;9;8;Nintendo GameCube
Battalion Wars;7;8.5;;7;Nintendo GameCube
From Russia with Love;6.5;7;;6.5;Nintendo GameCube
Geist;9.5;;;9.5;Nintendo GameCube
Harry Potter and the Chamber of Secrets;8;12.5;18.5;10.5;Nintendo GameCube
Mario Power Tennis;2.5;14.5;17;10;Nintendo GameCube
Mega Man X4;3.5;4;6.5;4.5;Nintendo GameCube
Mortal Kombat: Deception;2.5;13.5;29;13;Nintendo GameCube
Rayman 3: Hoodlum Havoc;9;14;17;10;Nintendo GameCube
Sonic & Knuckles;2.5;4;11;4;Nintendo GameCube
Sonic Adventure;8.5;12;18;11;Nintendo GameCube
Sonic R;2;4;4;3;Nintendo GameCube
Star Wars Rogue Squadron III: Rebel Strike;5.5;9;10.5;7;Nintendo GameCube
Tony Hawk's Pro Skater 3;8.5;14.5;30.5;14;Nintendo GameCube
True Crime: Streets of LA;9.5;14.5;14;12.5;Nintendo GameCube
Wave Race: Blue Storm;;10;;10;Nintendo GameCube
X-Men Legends;19.5;19.5;39;19.5;Nintendo GameCube
Animal Crossing;74;178.5;587;171.5;Nintendo GameCube
Baten Kaitos Origins;39;61;137;62.5;Nintendo GameCube
Burnout;9.5;9.5;13;10;Nintendo GameCube
Dragon Ball Z: Budokai;4;6;11;5.5;Nintendo GameCube
Enter the Matrix;7.5;6;11.5;8;Nintendo GameCube
James Bond 007: Agent Under Fire;6;5;;6;Nintendo GameCube
Lego Star Wars: The Video Game;6.5;10;15.5;9.5;Nintendo GameCube
Mega Man X5;4;4;4;4;Nintendo GameCube
Mortal Kombat: Deadly Alliance;16.5;19;40;20.5;Nintendo GameCube
Need for Speed: Most Wanted;21;21.5;29;22.5;Nintendo GameCube
Second Sight;8.5;15.5;;10.5;Nintendo GameCube
Soulcalibur II;1.5;8.5;41;12;Nintendo GameCube
Spyro: A Hero's Tail;10;12;15.5;11;Nintendo GameCube
Star Wars: Bounty Hunter;7.5;14;;9.5;Nintendo GameCube
Ultimate Spider-Man;5;9;14.5;6;Nintendo GameCube
X-Men Legends II: Rise of Apocalypse (Console/PC);21;22;21.5;21.5;Nintendo GameCube
Pokémon Box: Ruby & Sapphire;;;331;331;Nintendo GameCube
1080° Avalanche;;;8;8;Nintendo GameCube
Batman: Vengeance;8.5;10;;9;Nintendo GameCube
Billy Hatcher and the Giant Egg;11;;;11;Nintendo GameCube
Bionicle Heroes;9;;19;14.5;Nintendo GameCube
Bomberman Generation;11.5;14;;13;Nintendo GameCube
Dead to Rights;8.5;10;;9;Nintendo GameCube
FIFA 06;38;;;;Nintendo GameCube
FIFA 2004;22;;;;Nintendo GameCube
Harry Potter and the Prisoner of Azkaban;7.5;20;38.5;12.5;Nintendo GameCube
Harvest Moon: Another Wonderful Life;20;48;;34;Nintendo GameCube
I-Ninja;8.5;14;;10.5;Nintendo GameCube
Mario Party 4;10;15.5;114.5;17.5;Nintendo GameCube
Mario Party 7;11;;18;13;Nintendo GameCube
Medal of Honor: Rising Sun;8;9;11;9;Nintendo GameCube
Mega Man Anniversary Collection;;;;;Nintendo GameCube
Mega Man X6;7;5.5;6.5;6.5;Nintendo GameCube
NBA Street;12;;;;Nintendo GameCube
P.N.03;2.5;6;7;5;Nintendo GameCube
Sonic 3D Blast;4;15;7;5;Nintendo GameCube
Sonic Blast;0.8833333333333333;;;0.8833333333333333;Nintendo GameCube
Sonic Drift;2;;;2;Nintendo GameCube
Sonic the Hedgehog: Triple Trouble;1.5;3;10;1.5;Nintendo GameCube
Sphinx and the Cursed Mummy;10;16.5;19;14.5;Nintendo GameCube
SpongeBob SquarePants: Revenge of the Flying Dutchman;5;;4;5;Nintendo GameCube
Super Mario Strikers;5;9;;6;Nintendo GameCube
Super Monkey Ball;4;8;;4.5;Nintendo GameCube
The Lord of the Rings: The Return of the King;10;14.5;17.5;11.5;Nintendo GameCube
The SpongeBob SquarePants Movie;11;9;;10.5;Nintendo GameCube
Tony Hawk's American Wasteland;12;14;14;13;Nintendo GameCube
Tony Hawk's Pro Skater 4;12;17;26.5;16;Nintendo GameCube
Tony Hawk's Underground 2 (Console/PC);8;12.5;12;10;Nintendo GameCube
Turok: Evolution;5;11;;9.5;Nintendo GameCube
Wario World;6;5.5;6;6;Nintendo GameCube
WarioWare, Inc.: Mega Party Games!;1.5;;;1.5;Nintendo GameCube
Disney's Magical Mirror Starring Mickey Mouse;4;;;4;Nintendo GameCube
Chicken Little;3.5;;;3.5;Nintendo GameCube
Aquaman: Battle for Atlantis;5;;;5;Nintendo GameCube
Alien Hominid;2.5;;12;3.5;Nintendo GameCube
Call of Duty 2: Big Red One;7;;7.5;7;Nintendo GameCube
Crash Bandicoot: The Wrath of Cortex;8;7;10;8;Nintendo GameCube
Dance Dance Revolution Mario Mix;2;21.5;;3.5;Nintendo GameCube
Dragon Ball Z: Budokai 2;8;17;18;11;Nintendo GameCube
Dragon Ball Z: Sagas;10;12;12;11;Nintendo GameCube
Kirby Air Ride;;15.5;;15.5;Nintendo GameCube
Medal of Honor: Frontline;9.5;10;12;10;Nintendo GameCube
NBA Street Vol. 2;10;;;;Nintendo GameCube
Need for Speed: Hot Pursuit 2;11;14;12;11.5;Nintendo GameCube
Pokémon Channel;8;10;13;10;Nintendo GameCube
Shadow the Hedgehog;6;10.5;20.5;11;Nintendo GameCube
Sonic 3 & Knuckles;4.5;4;7;5;Nintendo GameCube
Sonic Mega Collection;30;;;;Nintendo GameCube
SSX on Tour;;15;;15;Nintendo GameCube
SSX Tricky;12;26.5;45;24;Nintendo GameCube
Teen Titans;3.5;5;4;4;Nintendo GameCube
The Simpsons Hit & Run;10.5;12.5;24;13.5;Nintendo GameCube
The Urbz: Sims in the City;15;12.5;;14;Nintendo GameCube
Ty the Tasmanian Tiger;10;9;14.5;10;Nintendo GameCube
Beach Spikers;9;;;9;Nintendo GameCube
Bloody Roar: Primal Fury;0.8333333333333334;;;0.8333333333333334;Nintendo GameCube
Call of Duty: Finest Hour;6.5;;;6.5;Nintendo GameCube
Chibi-Robo!;12.5;16;20.5;16;Nintendo GameCube
Cubivore: Survival of the Fittest;11.5;;15;13;Nintendo GameCube
Custom Robo;10;13.5;14.5;12.5;Nintendo GameCube
Dave Mirra Freestyle BMX 2;;;;;Nintendo GameCube
Def Jam Vendetta;9;;11;9.5;Nintendo GameCube
Def Jam: Fight for NY;5;;8;5.5;Nintendo GameCube
Digimon Rumble Arena 2;1;2;;1.5;Nintendo GameCube
Digimon World 4;22.5;;;22.5;Nintendo GameCube
Donkey Konga 2;6;;;6;Nintendo GameCube
Evolution Worlds;24;;;24;Nintendo GameCube
Finding Nemo;3;5;;3.5;Nintendo GameCube
Gauntlet Dark Legacy;12;30.5;;16.5;Nintendo GameCube
Godzilla: Destroy All Monsters Melee;0.6666666666666666;;1;0.7333333333333333;Nintendo GameCube
Gotcha Force;9;22.5;;13.5;Nintendo GameCube
Harry Potter and the Goblet of Fire;7.5;15;15;10.5;Nintendo GameCube
Harry Potter and the Philosopher's Stone;5.5;10;13;7;Nintendo GameCube
Harry Potter: Quidditch World Cup;20;23;9;18.5;Nintendo GameCube
Harvest Moon: A Wonderful Life;29.5;37.5;;30.5;Nintendo GameCube
Hunter: The Reckoning;13;;;13;Nintendo GameCube
Lemony Snicket's A Series of Unfortunate Events;6;;;6;Nintendo GameCube
Lost Kingdoms;6;7;;6;Nintendo GameCube
Lost Kingdoms II;10;40;80;27;Nintendo GameCube
Mario Golf: Toadstool Tour;10;15;11.5;11;Nintendo GameCube
Mario Party 5;11;16;15;13;Nintendo GameCube
Mario Party 6;13;17;22;15;Nintendo GameCube
Mario Superstar Baseball;3;4;27.5;5.5;Nintendo GameCube
Medal of Honor: European Assault;6;;6.5;6;Nintendo GameCube
Mega Man Network Transmission;8;;;8;Nintendo GameCube
Mega Man X: Command Mission;15.5;23.5;77.5;24;Nintendo GameCube
Metal Arms: Glitch in the System;11;12.5;20;13.5;Nintendo GameCube
Naruto: Clash of Ninja;1.5;10;4.5;4;Nintendo GameCube
Naruto: Clash of Ninja 2;1.5;;11.5;3.5;Nintendo GameCube
One Piece: Pirates' Carnival;0.7666666666666667;;;0.7666666666666667;Nintendo GameCube
Pac-Man World 2;4.5;;9;5.5;Nintendo GameCube
Pac-Man World Rally;3;;;3;Nintendo GameCube
Phantasy Star Online Episode I & II Plus;20;90.5;;64;Nintendo GameCube
Phantasy Star Online Episode III: C.A.R.D. Revolution;11.5;25.5;;21;Nintendo GameCube
Puyo Pop Fever;2;4;;2;Nintendo GameCube
Rugrats: Royal Ransom;6;;;6;Nintendo GameCube
Sega Soccer Slam;5;;;5;Nintendo GameCube
Serious Sam: Next Encounter;11;;;11;Nintendo GameCube
Shrek 2;6.5;10;4.5;6.5;Nintendo GameCube
Shrek SuperSlam;1;;;1;Nintendo GameCube
Sonic Drift 2;4;;;4;Nintendo GameCube
Sonic Gems Collection;36.5;;;;Nintendo GameCube
Sonic Riders;5.5;6;10.5;7;Nintendo GameCube
Sonic the Fighters;0.3333333333333333;0.36666666666666664;0.4166666666666667;0.36666666666666664;Nintendo GameCube
Spider-Man (2002);5.5;9.5;;6.5;Nintendo GameCube
SpongeBob SquarePants: Lights, Camera, Pants!;6;;;6;Nintendo GameCube
Spyro: Enter the Dragonfly;10;8;10.5;10;Nintendo GameCube
SSX 3;10;24;;22.5;Nintendo GameCube
Star Wars Rogue Squadron II: Rogue Leader;7.5;10.5;17.5;9;Nintendo GameCube
Super Monkey Ball 2;5.5;20;5;6;Nintendo GameCube
Superman: Shadow of Apokolips;;;3;3;Nintendo GameCube
The Hobbit (2003);11.5;15;;13;Nintendo GameCube
The Incredible Hulk: Ultimate Destruction;9.5;;;9.5;Nintendo GameCube
The Incredibles;6;;5;5.5;Nintendo GameCube
The Legend of Spyro: A New Beginning;7;;12;7.5;Nintendo GameCube
The Legend of Zelda: Four Swords;4;7.5;15.5;7.5;Nintendo GameCube
The Simpsons Road Rage;13;20;36.5;18.5;Nintendo GameCube
The Sims (Console);36;50;;43;Nintendo GameCube
Ty the Tasmanian Tiger 2: Bush Rescue (Console);10.5;10.5;;10.5;Nintendo GameCube
Vexx;;;13;13;Nintendo GameCube
Worms 3D;15;17;19.5;17;Nintendo GameCube
X2: Wolverine's Revenge;14.5;9;;11;Nintendo GameCube
XG3: Extreme G Racing;8;10;;9;Nintendo GameCube
XGRA: Extreme-G Racing Association;4;;;4;Nintendo GameCube
Charlie and the Chocolate Factory (2005);;;;;Nintendo GameCube
WWE Day of Reckoning;6;9;11;9;Nintendo GameCube
Ice Age 2: The Meltdown;5;13.5;;11.5;Nintendo GameCube
Die Hard: Vendetta;12.5;;;12.5;Nintendo GameCube
Scooby-Doo! Night of 100 Frights;4;5.5;8.5;7;Nintendo GameCube
NBA Street V3;;;;;Nintendo GameCube
Amazing Island;;;;;Nintendo GameCube
Naruto: Gekitou Ninja Taisen! 4;5;;10;7.5;Nintendo GameCube
Cel Damage;4;;;4;Nintendo GameCube
Kururin Squash!;2;;;2;Nintendo GameCube
WWE Day of Reckoning 2;;;;;Nintendo GameCube
Capcom vs. SNK 2 EO;;;;;Nintendo GameCube
Madagascar;5;10;;6.5;Nintendo GameCube
Skies of Arcadia;46;46.5;58;49;Nintendo GameCube
Capcom vs. SNK 2: Mark of the Millennium 2001;0.55;3;;1.5;Nintendo GameCube
Cars;6.5;;13;8.5;Nintendo GameCube
Disney's PK: Out of the Shadows;3.5;;;3.5;Nintendo GameCube
Disney's Tarzan: Untamed;4;;;4;Nintendo GameCube
Harvest Moon: Magical Melody;31;;;31;Nintendo GameCube
Naruto: Gekitou Ninja Taisen! 3;2;;;2;Nintendo GameCube
Pitfall: The Lost Expedition;11;12;;11.5;Nintendo GameCube
Spartan: Total Warrior;25;20;20;23;Nintendo GameCube
The Fairly OddParents: Breakin' da Rules;11.5;10;;11;Nintendo GameCube
The Haunted Mansion;9;12;;9.5;Nintendo GameCube
Universal Studios Theme Parks Adventure;4;;4.5;4;Nintendo GameCube
Virtua Striker 3 ver. 2002;12;;;;Nintendo GameCube
Yu-Gi-Oh! The Falsebound Kingdom;22;;;22;Nintendo GameCube
Ty the Tasmanian Tiger 3: Night of the Quinkan;7;;10.5;8.5;Nintendo GameCube
BioShock;12;15.5;21;14.5;OnLive
Borderlands;22.5;35.5;57;32.5;OnLive
Deus Ex: Human Revolution;21;29.5;41.5;28.5;OnLive
Darksiders;17.5;20.5;27.5;20;OnLive
Assassin's Creed II;18.5;27;34.5;26;OnLive
Assassin's Creed: Brotherhood;14.5;26;42;24;OnLive
Orcs Must Die!;8;12.5;23.5;11;OnLive
Deus Ex: Human Revolution - The Missing Link DLC;4.5;6;7;5.5;OnLive
Batman: Arkham City;12.5;21;46.5;18;OnLive
Warhammer 40,000: Space Marine;8;9;26.5;8.5;OnLive
Zeno Clash;4;5;7;4;OnLive
Batman: Arkham Asylum;12;16.5;26;15;OnLive
Homefront;4.5;6;7.5;4.5;OnLive
Tom Clancy's H.A.W.X 2;8;11;;8.5;OnLive
Final Fantasy III (3D);31;34.5;48.5;34;Ouya
Ittle Dew;3;4;7.5;4;Ouya
Knightmare Tower;2.5;3;4;3;Ouya
Fallout 4;22.5;60;140.5;56.5;PC
BioShock Infinite;11.5;15.5;25.5;13.5;PC
The Elder Scrolls V: Skyrim;31.5;103.5;212;104;PC
Portal;3;5;8.5;4;PC
Portal 2;8.5;13;19;10;PC
Borderlands 2;31;50.5;96.5;47;PC
Bastion;6.5;9;19.5;8;PC
Tomb Raider;16;17;18;17;PC
BioShock;12;15.5;21;14.5;PC
The Witcher 3: Wild Hunt;43.5;95.5;164;98.5;PC
Left 4 Dead 2;8.5;23.5;34;13.5;PC
The Witcher 2: Assassins of Kings;24;33.5;55;31.5;PC
Fallout: New Vegas;28.5;60;126;57;PC
Half-Life 2;13.5;15.5;19;14.5;PC
Dishonored;12.5;17;31.5;16;PC
Batman: Arkham Asylum GOTY;11;16.5;24;14;PC
Undertale;6;9;16;8;PC
BioShock 2;11;14.5;23;13;PC
Life Is Strange;19;;;;PC
The Witcher;36.5;46;66;46.5;PC
