x,sentiment
They would have their time better spent railing at their beloved EU &amp; Merkel / Tusk who rebuffed #TheresaMay not U.‰Û_ https://t.co/GIImSJJgjy,1
@spayrechaynge Pretty Simple - I was supporting @jeremycorbyn  in principle 100%. Then #Brexit happened. Unforgivable. @CloughOlive,0
"@RedHotSquirrel @BBCNews says,longer process #brexit ""smoother transition""smoother 4who?certainly not UK stops us doing trade deals RofWorld",-1
"I was surprised to hear, months later, that he was for Remain. Assumed he was #Brexit https://t.co/7GwW8LAkJV",1
@jesuisfedup @broncoskolar has to be noted that a fair few black 2nd or 3rd generation must have voted out. #brexit,-1
It wasn‰Ûªt the EU #brexit https://t.co/bgvUAwa2HN,-1
But incredibly important to note that transitional deal may be required to achieve this to UKs interest. FTA won't‰Û_ https://t.co/oBInC70cAg,-1
Why the world is no longer listening to reason https://t.co/jtxcx7wdN0 #Trump #Brexit https://t.co/9T013g4i3w,0
So that's even longer than two years for #Brexit to hog the headlines and let govt bury even more bad news. @SkyNews @steveb4u,0
.@LBC Educated or Uneducated  I wonder if they know that after #Brexit there will be no one here to wipe bottoms  in care homes,0
#BBCNews manage to link Swedish NAZI's to #BRExit and Trump in one story.,0
An update on the Supreme Court Brexit negotiations https://t.co/kTwKW2mlrX #labour #Brexit https://t.co/tZFxmT1Y2d,-1
V&amp;A museum asks artists to travel through time to tackle #Brexit - https://t.co/uOZpjlmFHv,-1
"@TjayJT Just telling it as it is. There are more similarities now, with #Brexit , than there are differences. @jeremycorbyn",-1
"#brexit
LDN City finance biz prefering move to #Paris than #Frankfurt
All going as planned then....‰Û_ https://t.co/04PCZNqJyM",-1
UK Column 18th August 2016  https://t.co/VCvHlrO4JJ #hillary #clinton #brexit #syria #yemen #named #person,-1
@jeremycorbyn stood his ground with #Trident on principle. Not so with #Brexit he's prepared to side with #UKIP &amp; sacrifice all our futures,0
Tory division grows as Chancellor backs plan to ease Britain's withdrawal from the EU: https://t.co/xf8PTBFzvM #Brexit,-1
"@V_of_Europe @theresa_may hurry up our #brexit, we don't want to be part of this madness.",0
@umfundi The only GE choice is Lab or Tories. The problem for my mate is her delivering weak #brexit. Leave voters will be divided &amp; weak,1
"#Brexit may take longer than two years to finalise, Hammond warns: https://t.co/6mr5OSODUx",-1
"British people should definitely get the right to move and work in the EU, provided that EU citizens get the same rights in the UK #Brexit",-1
https://t.co/Ta5edjOqAF  @borisJohnson kicks #Blair off the gravy train! #borisjohnson #boris johnson #Brexit‰Û_ https://t.co/jzLDjPtzkK,-1
"""EU citizenship deal for British nationals has 'no chance', say experts."" The stormy road to #Brexit https://t.co/kYHroPSwZV",0
@ian_fraser @financialeyes @realmediagb I am so worried about bankers. Hope they drown in the mess. #brexit,0
I want a hard #brexit!!!! Fuck all that faffing about,1
".@PaulKingsley16 Better still, keep low-cost, coal-fired stations open - and scrap the EU directives that force them to close. #Brexit",-1
"More tolerant, yet more divided? UK-US parallels in the wake of #Brexit and #Trump https://t.co/M19fdYeEjt via @LSEpoliticsblog",0
Chancellor @PHammondMP would like to see an interim deal with the EU for a smoother #brexit transition. https://t.co/PsnSyTCJXd,-1
No he's just being cautious that we likely won't get full FTA by Mar '19 &amp; we'll need Timeline to FTA at WTO or int‰Û_ https://t.co/TH9BcfOsQK,-1
I wasn't referring to #Brexit as instruction on immigration though I believe most accurately read such a message in it.@con_news,-1
#nobargainingchips https://t.co/pcnM5JRPId I am tired of #Brexit uncertainty nonsense. Guarantee EU nationals to remain in Britain already.,0
Just added #whatsnext by the brilliant @DanielJHannan to my Christmas reading list #Brexit https://t.co/WETW7t4LeZ,-1
#Brexit makes all of us poorer exc leading anti-EU propagandist Rupert Murdoch. funny that. https://t.co/AnPVh0C00I,0
"The cost of #brexit, without the benefits https://t.co/wr65165aH9",0
New shop : ' Bigots R Us ' Everything is cheaper if you express bigoted views and have a plastic fiver. #brexit,0
If you're wondering whether #Brexit is the only UK political failure at the moment... https://t.co/VP7QLo3mFX,0
@gobshi @BrexitNoww @jchr5667 Never trust #Conservatives Under #Article50 only have to say we're going to #Leave Trade negs optional #Brexit,0
@Essexdb Simpleton #Brexit will not achieve what you want. Inward migration will continue. @EggySoldier @proremain @ProEuropa_GB,0
"Next 6m in UK politics interesting
-#Article50 end March will crystallise Gov view of #Brexit, lots won't like
-#EU27 response will be tough",0
Italy poses a huge threat to the #euro and union #Brexit #Italy https://t.co/8ox1C8zQdT,-1
@alfredrobinson2 @SteveLawrence_ The vote was advisory only. EU Bill/Cameron did not specify #brexit so unknown decision.  Still unknown,-1
#Brexit: The United-Kingdom and EU Financial Services - Think Tank https://t.co/ZdQvFQokwC,-1
"Brexit, the judiciary and the royal prerogative #brexit https://t.co/nwwi9xuVc1",-1
It is difficult to call this anything else than the conscious destruction of a world-class university system.#Brexit https://t.co/hNab4C0YDc,0
"""We must leave the #EU to break Germany's control over the UK"", ""but what will we do about the markets?""
https://t.co/fAw5PhLqk9
#Brexit",-1
@SusanPickin @TuppenceFervour @SteveLawrence_ @JCSendon70 @hartley_si Agreed. Labour's policy is to get the 'best' #brexit possible,-1
He votes for #BRexit then leaves. #Traitor https://t.co/mFKTmJ7AII,0
"Oh @Azure is bumping prices up by 22%, thanks #brexit",0
"#Brexit means.. free movement for elites (bankers, wealthy etc) but not poor Brits: ""[won't impede] flow of highly-‰Û_ https://t.co/eN8Z0mxJta",0
"#Brexit means... less money for our #NHS, and anything else. https://t.co/mbijT1KNQg",0
Hammond admits #Brexit will mean fivefold increase in red tape for UK business https://t.co/Lg9djBo4uH,-1
#Brexit means... paying more for mobile roaming. https://t.co/MWx6dpYL7T,0
Hammond admits #Brexit will mean fivefold interest in red tape for UK businesses - https://t.co/Lg9djBo4uH,-1
Hammond admits UK must have transitional deal with EU after #Brexit. Brexit fanatics will scream blue murder https://t.co/Lg9djBo4uH,0
Too much sauce ‰ÏÉ’Ê_’±É #gang #london #umze #seb #brexit @ South Kensington https://t.co/1SlJhQoCzR,-1
"A piece of brilliant polifiction but an interesting view on #brexit 
https://t.co/CUUyzYjE2Y",-1
Maybe #Brexit voters should just apologise for being stupid and we forget it happened?,0
https://t.co/6EtUmMCw9L House of Commons #brexit reading list #transport #economic #business issues,-1
@Number10gov After the #Brexit fiasco  at least the Knowledge economy was proected so #Innovation was secure.  Hey-‰Û_ https://t.co/QRatpmLzP2,1
"Looks like it's bad news about Brits being offered ""associate EU citizenship"". #Brexit #FML https://t.co/0ho9DBp4mg",0
"In 25 - Co-Chairman of @Env4Eur Stanley Johnson on #Brexit + #Fracking, @DimitriZ on  #Trump + #China &amp; @MarcusCarson56 on the #Arctic",-1
#Brexit: #Theresa #May is between a 'rock and hard place                 #TheresaMay              .. https://t.co/GUshNeJX04,-1
"Current stone trading/cutting centres on #BE #IL #IN #AE with #DeBeers in #London. #Brexit an unwitting boon to #SG, again",0
@Essexdb The migration of peoples has been a fact of history since the dawn of time. #Brexit will not stop it. @proremain @ProEuropa_GB,0
@Essexdb Educate yourself. #Brexit will not stop the mass migrations taking place across the world. Eventually all DNA will mix.,-1
"1 week &amp; a day on from the #italyreferendum &amp; by most #brexit and #antieu propoganda the #EU &amp; the #Euro should have collapsed by now, well?",1
But probably they just exploit they diversion that #Brexit offers from everything else :/,-1
"@Jason_Brown_ Maybe U need to reevaluate your political views, simply not practical.  #Brexit",-1
"Is it just me or is the government pushing as much controversial laws as possible, aware there isn't much time before #Brexit collapses?",0
"@angelneptustar well, its people's lives, our economy, if you think it's trivial you need to reevaluate your political views #brexit #c4news",-1
Even Enoch Powell did not consider students to be #immigrants. Foolhardy #dogwhistle politics. Knee-jerk response t‰Û_ https://t.co/5MVrUoFrSu,-1
Time that the Westminster bubble started listening to the EU27 who will decide the #Brexit deal https://t.co/l2O1FaueR1,-1
"Has anyone read any positive #Brexit  news stories? Still, I guess there'll be fewer people speaking 'foreign', eh?
https://t.co/51RvMX7CSN",-1
"Worth repeating, once more ... #Brexit https://t.co/BJExMWPmoY",1
"@kurt_obruny The ""oxy'''s 4 the success. 4 #Brexit, ""moron"" will do nicely.",-1
"Forget #Brexit, @politicana and @OwenJones84 are having 2016's most divisive debate https://t.co/JofkwfqXqJ",-1
@paulnuttallukip No it isn't. 52% of UK people did NOT vote to leave EU and  #Brexit campaigners kept saying leaving EU did not = leaving SM,0
#Brexit government intent on trashing economy and UK 'a international standing https://t.co/q7k9TgUDYk,0
#Productivity: The route to #Brexit #success | #McKinsey &amp; Company https://t.co/zmwdHoC1jL | #IntelligentOperations @DST_Financial,-1
Pleased to be joined by @scullyp &amp; @ShaunBaileyUK at our #christmas drinks. Talking #London #Brexit #Housing &amp; much‰Û_ https://t.co/ntpVqz6SLP,-1
"Controversy over @theresa_may 's å£995 trousers, @NickyMorgan01 according to this report barred from #brexit meeting‰Û_ https://t.co/MOwJJw0epw",-1
"Friends, do not get angry at the Remoaning minority and their increasingly desperate methods to block #Brexit. They‰Û_ https://t.co/rzrj7e0k3b",1
@finkcreative Passengers are still arguing about whether you need conductors but it's like #Brexit. You don't know till it's gone.,-1
"CHEEKY BORIS TELLS BLAIR Stop your crying, you little girl! https://t.co/Ta5edjOqAF  @borisjohnson #borisjohnson‰Û_ https://t.co/Dj0I9wqR7l",-1
"#brexit: #nornireland and #ireland #crossborder policing co-operation #discussion 
https://t.co/HmvFHEwUCh",-1
Interesting findings from @FT @ICSA_News #boardroom #bellwether report #Britain #Brexit #diversity https://t.co/ThJD5gW9pe,-1
Fingers crossed #Brexit doesn't kill off the one thing the #UK is good at ! https://t.co/Bul4KcBQgH,-1
Philip Hammond is useless and should resign - his comments regarding #Brexit are outrageous,-1
Gove: 'Friendship with Camerons 'strained' over #brexit! People like @michaelgove don't tend to have friends in the truest sense of the word,-1
https://t.co/yOYjrN30T6 #uk‰Ûªs leading tech start-up role ‰Û÷at risk from #brexit‰Ûª,-1
Virtually the entire thread after this post is why people thing #brexit voters are all thick as shit racist twats‰Û_ https://t.co/gEmHFmvCAg,0
pornhub just added new category #brexit,-1
Introducing ‰Û÷Brexit Means ...‰Ûª new in-depth #Brexit podcast @guardianaudio @jonhenley https://t.co/s6AEmFRK6k https://t.co/sWe3yjm8PM,-1
Seen so many of our fave stars either sadly die or turn into #lostinshowbiz luvvies regardling #brexit and #USElection2016  #BringOn2017,-1
@RichardWellings @BBCNews yes mate and bankrupt Uk farmers ? #brexit but that's what the farmers voted right ? Global lows in salaries.,0
"@Leesouthwest  When @UKSupremeCourt does that, will know we cannot trust the judiciary. #Brexit",-1
"@Jason_Brown_  Remain use racist argument to push free movement, which wud B too unfair on the poorest in society. Europe suffering. #Brexit",1
"@Jason_Brown_  There are no racists. Leave supports immigration, sees its value.but  controlled. or too hard on pooorest. #Brexit #Voteleave",1
+ if the racists turf out Europeans I don't want to live in a country like that #c4news #brexit #uk,-1
https://t.co/bOvDeSO13h  21 unusual facts you never knew about @borisjohnson #borisjohnson #boris johnson‰Û_ https://t.co/nRbpvVIhGR,-1
The latest The Matthew Chattle Daily! https://t.co/V4Y56kOM8a Thanks to @dobsonagency #goldenglobes #brexit,-1
"True, British  is everywhere  around the world  and agreements needed  before  #brexit begins  #c4news",-1
Transition deal needed to cushion against Brexit crash https://t.co/20meGnUbHc #brexit #transition  #brexitshambles‰Û_ https://t.co/TArZI0GWBt,-1
I hate everything about #Brexit. It's inherently evil especially with the threatened deportation of people who live here #c4news,0
"When you're happy to take on Ian Brady as your celebrity spokesperson, you know you're in trouble. #Brexit",-1
@MickyGambino @realDonaldTrump  #BritishPublic were tricked to join EU! Lied to for 30 years by politicians. Shamef‰Û_ https://t.co/sOxfYON7vp,1
#brexit  can't wait until we enter global trade cheap Chinese goods hormone pumped meat and global salary lows.  Hello UK global slaves.,0
@BarneyFranken And because Obama directly tried to influence #brexit but it backfired and he won us #brexit votes by sticking his nose in.,1
"#Brexit will undermine #London's legal standing, barristers warn https://t.co/la2oDdLmfQ",0
Who's pulling the strings? Murdoch's bid for Sky is $2.5bn cheaper as a result of #brexit. https://t.co/NZ5ey3nOhW,-1
Philip Hammond #Brexit may take 2 yrs. Coming soon @tbuxton42 finds out what it'll mean for London startups https://t.co/KVGYU5kPkb,-1
"Right wing press hit a new low, if that was at all possible. @MetroUK #brexit https://t.co/FGuhnz49Be",0
EU wants control of YOUR pension: Brussels' secret plan REVEALED https://t.co/m8XC9rgRsi #EU #brexit #referendum #voteleave,1
A study last week found that four out of five scale-up leaders expect their growth to continue despite #brexit: https://t.co/8stNM8KSrC,1
If UK education rejects international students and post grads/postdoc researchers we become poor quality isolated unattractive broke #Brexit,0
"""Putin hackers caused #BRExit. We need to get MI6 to do a report so we can get our friends in the courts to invalidate the referendum""",0
"In an age of #Brexit and #Trump, #marketers must always consider the alternative https://t.co/ob6d3eor9g &lt; more great #Trump analysis",-1
Confess I came over a bit #brexit checking into a hotel in London when both of the staff didn't know enough English to understand me!!,-1
Remain doesn't even win the  economic argument. https://t.co/zBeH9mlT2p‰Û_  @BorisJohnson #borisjohnson #boris johnso‰Û_ https://t.co/8o42iGu8Ro,1
#DailyMail concerned #Brexit may damage business via print sourcing or more likely they'll need a new target to lie‰Û_ https://t.co/1gPDy4t4AP,1
"Six months on, #Brexit rift among Britons remains wide: https://t.co/5DUV50rCCZ https://t.co/EZlct4Ad0p",-1
Once upon a time you dressed so fine.  Threw the bums a dime.  In your prime.  Didn't YOUUUUUU!  How does it FEEEEE‰Û_ https://t.co/CKBNrncj4j,-1
"Chancellor @PHammondMP backs calls for a transitional deal after #brexit 
https://t.co/XZwOUi5qJI https://t.co/yYRe941wxW",
#May hysterical reaction to Saudi comments - not even upset hysteria over #Trousergate raises concerns over her ner‰Û_ https://t.co/yjEnQyq3u1,
@anataboga  Remain doesn't even win the  economic argument. https://t.co/UaNzU7emYc  @borisjohnson #borisjohnson‰Û_ https://t.co/dpat7kRFR3,
