"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
11,2012-07-12,"90","72","81"," 0","73","76","0","16","0533","1932"," ","0.0","0.00","29.99","30.03"," 6.5","09","6.6"
12,2012-07-12,"90","72","81","M","73","75","0","16","-","-"," ","0.0","  T","29.99","30.03"," 4.7","10","5.0"
13,2012-07-12,"89","60","75","M","46","58","0","10","-","-"," ","M","0.00","24.37","29.96"," 2.1","27","7.8"
14,2012-07-12,"97","69","83"," 1","64","71","0","18","0525","1947"," ","0.0","0.00","28.59","29.93"," 3.3","11","4.8"
15,2012-07-12,"91","58","75"," 6","58","65","0","10","0417","1926"," ","0.0","0.00","29.77","30.14"," 0.5","27","2.1"
16,2012-07-12,"82","59","71","M","60","65","0"," 6","-","-"," ","M","0.00","30.03","30.13"," 4.6","17","5.9"
17,2012-07-12,"100","71","86","M","63","71","0","21","-","-"," ","0.0","0.00","29.28","29.96"," 1.3","09","2.3"
18,2012-07-12,"95","75","85","-2","69","74","0","20","0528","1938"," ","0.0","0.00","29.41","29.91"," 5.5","08","7.0"
19,2012-07-12,"86","67","77"," 5","59","66","0","12","0424","1931"," ","0.0","0.00","29.34","30.08"," 7.5","14","8.2"
20,2012-07-12,"95","74","85","M","69","73","0","20","-","-"," ","0.0","0.00","29.21","29.90"," 4.9","07","5.8"
1,2012-07-13,"93","67","80","M","62","68","0","15","-","-"," ","M","0.00","29.99","30.15"," 5.5","21","6.3"
2,2012-07-13,"85","66","76"," 6","62","67","0","11","0423","1924"," ","0.0","0.00","29.10","30.18"," 8.1","23","9.1"
3,2012-07-13,"98","72","85"," 2","67","72","0","20","0516","1942","TSRA RA","0.0","0.08","29.26","29.95"," 2.7","16","6.1"
4,2012-07-13,"97","74","86"," 1","72","75","0","21","0538","1935","TS VCTS","0.0","0.01","29.26","29.93"," 0.6","11","2.3"
5,2012-07-13,"M","M","M","M","M","M","M","M","0420","1921"," ","M","M","M","M","M","M","M"
6,2012-07-13,"94","73","84"," 1","72","75","0","19","0538","1935","TS TSRA BR","0.0","0.01","29.42","29.92"," 1.1","18","2.6"
7,2012-07-13,"98","72","85","M","63","71","0","20","-","-"," ","0.0","0.00","28.62","29.95"," 4.4","17","6.9"
8,2012-07-13,"88","73","M","M","70","73","M","M","-","-","TS HZ VCTS","M","0.17","29.59","M"," 1.8","19","2.8"
9,2012-07-13,"89","68","M","M","M","M","M","M","-","-","TS TSRA RA","M","1.05","29.21","29.95"," 7.3","16","9.6"
10,2012-07-13,"93","81","87","M","71","76","0","22","0534","1931","RA","M","  T","30.03","30.06","10.9","13","11.2"
11,2012-07-13,"90","74","82"," 0","73","76","0","17","0534","1931"," ","0.0","0.00","30.01","30.06"," 7.1","12","7.5"
12,2012-07-13,"91","73","82","M","72","75","0","17","-","-","RA","0.0","  T","30.01","30.07"," 6.7","13","6.9"
13,2012-07-13,"92","60","76","M","44","58","0","11","-","-"," ","M","0.00","24.38","29.97"," 2.6","17","6.7"
14,2012-07-13,"97","69","83"," 1","65","71","0","18","0525","1947"," ","0.0","0.00","28.61","29.95"," 4.1","15","6.1"
15,2012-07-13,"92","60","76"," 6","63","68","0","11","0418","1926"," ","0.0","0.00","29.77","30.14"," 2.2","20","2.9"
16,2012-07-13,"89","67","78","M","62","68","0","13","-","-"," ","M","  T","30.02","30.12"," 5.3","21","6.4"
17,2012-07-13,"101","71","86","M","66","71","0","21","-","-","TSRA RA BR SQ","0.0","0.92","29.32","29.99"," 2.0","07","3.9"
18,2012-07-13,"96","75","86","-1","68","74","0","21","0529","1938"," ","0.0","0.00","29.44","29.94"," 5.9","09","7.3"
19,2012-07-13,"89","69","79"," 7","63","68","0","14","0424","1930","TSRA RA","0.0","0.72","29.29","30.03"," 5.7","16","7.7"
20,2012-07-13,"96","72","84","M","68","73","0","19","-","-"," ","0.0","0.00","29.25","29.94"," 5.0","08","6.2"
1,2012-07-14,"93","71","82","M","64","70","0","17","-","-"," ","M","0.00","29.96","30.11"," 4.0","23","4.7"
2,2012-07-14,"87","69","78"," 8","62","67","0","13","0423","1923","RA","0.0","0.07","29.07","30.14"," 9.0","27","10.0"
3,2012-07-14,"100","69","85"," 2","66","72","0","20","0517","1942","BR","0.0","0.00","29.26","29.96"," 2.6","13","4.4"
4,2012-07-14,"95","71","83","-2","70","74","0","18","0539","1935","TS TSRA BR","0.0","1.24","29.28","29.95"," 1.3","12","2.0"
5,2012-07-14,"M","M","M","M","M","M","M","M","0420","1920"," ","M","M","M","M","M","M","M"
6,2012-07-14,"94","71","83"," 0","71","74","0","18","0539","1934","TS FG+ BR","0.0","  T","29.44","29.94"," 2.6","14","4.1"
7,2012-07-14,"99","74","87","M","63","71","0","22","-","-"," ","0.0","  T","28.64","29.96"," 7.6","18","9.1"
8,2012-07-14,"93","72","M","M","68","72","M","M","-","-","TSRA RA BR HZ","M","1.53","29.61","M"," 0.5","13","2.2"
9,2012-07-14,"90","66","M","M","M","M","M","M","-","-"," ","M","0.01","29.23","29.97"," 2.2","35","4.0"
10,2012-07-14,"93","81","87","M","71","76","0","22","0535","1930","RA","M","  T","30.07","30.10","10.5","11","10.6"
11,2012-07-14,"90","76","83"," 1","73","76","0","18","0534","1931"," ","0.0","0.00","30.06","30.10"," 8.9","11","8.9"
12,2012-07-14,"90","73","82","M","72","75","0","17","-","-","RA","0.0","0.02","30.06","30.11"," 5.9","12","6.0"
13,2012-07-14,"92","60","76","M","45","58","0","11","-","-"," ","M","0.00","24.34","29.93"," 6.6","19","8.5"
14,2012-07-14,"99","70","85"," 3","65","71","0","20","0526","1946"," ","0.0","0.00","28.63","29.96"," 6.0","18","7.2"
15,2012-07-14,"91","65","78"," 8","64","68","0","13","0419","1925","BR","0.0","0.00","29.73","30.10"," 0.7","29","1.8"
16,2012-07-14,"91","70","81","M","64","69","0","16","-","-"," ","M","0.00","29.98","30.07"," 4.2","27","5.0"
17,2012-07-14,"100","69","85","M","66","71","0","20","-","-","BR","0.0","0.01","29.33","30.00"," 2.3","15","3.8"
18,2012-07-14,"96","76","86","-1","68","73","0","21","0529","1937","RA BLDU SQ","0.0","  T","29.46","29.96"," 4.7","09","6.9"
19,2012-07-14,"91","71","81"," 9","64","70","0","16","0425","1930","RA HZ","0.0","0.02","29.26","30.00"," 5.9","20","8.3"
20,2012-07-14,"96","73","85","M","68","73","0","20","-","-"," ","0.0","0.00","29.26","29.96"," 3.3","08","4.5"
1,2012-07-15,"93","69","81","M","66","71","0","16","-","-"," ","M","  T","29.86","30.00"," 4.7","21","4.8"
2,2012-07-15,"85","69","77"," 6","66","70","0","12","0424","1923","RA","0.0","0.01","28.98","30.03"," 7.2","24","7.9"
3,2012-07-15,"95","66","81","-3","67","71","0","16","0518","1941"," ","0.0","0.00","29.27","29.97"," 4.6","14","5.4"
4,2012-07-15,"93","68","81","-4","70","72","0","16","0539","1935","TSRA RA BR","0.0","2.70","29.30","29.96"," 0.3","04","3.4"
5,2012-07-15,"M","M","M","M","M","M","M","M","0421","1920"," ","M","M","M","M","M","M","M"
6,2012-07-15,"93","68","81","-2","70","73","0","16","0539","1934","TS TSRA RA","0.0","2.23","29.44","29.95"," 3.5","17","6.9"
7,2012-07-15,"95","69","82","M","63","70","0","17","-","-"," ","0.0","0.00","28.62","29.95"," 7.3","14","9.0"
8,2012-07-15,"90","70","M","M","68","72","M","M","-","-","RA VCTS","M","0.07","29.62","M"," 2.9","18","4.3"
9,2012-07-15,"90","69","80","M","69","73","0","15","-","-","BR","M","0.00","29.23","29.98"," 3.6","15","3.7"
10,2012-07-15,"91","78","85","M","71","75","0","20","0535","1930","RA","M","0.10","30.07","30.09"," 4.2","11","6.6"
11,2012-07-15,"89","73","81","-1","73","75","0","16","0535","1931"," ","0.0","  T","30.06","30.10"," 4.0","10","4.8"
12,2012-07-15,"89","72","81","M","72","75","0","16","-","-"," ","0.0","0.09","30.06","30.10"," 4.6","11","4.8"
13,2012-07-15,"93","63","78","M","46","59","0","13","-","-"," ","M","0.00","24.27","29.84"," 2.9","18","7.8"
14,2012-07-15,"95","65","80","-2","63","69","0","15","0527","1946"," ","0.0","0.00","28.61","29.95"," 6.8","13","7.9"
15,2012-07-15,"91","61","76"," 6","65","69","0","11","0420","1924","RA BR","0.0","0.37","29.65","29.99"," 2.3","19","3.2"
16,2012-07-15,"90","68","79","M","67","71","0","14","-","-","RA","M","  T","29.88","29.97"," 4.0","21","5.0"
17,2012-07-15,"94","66","80","M","66","70","0","15","-","-"," ","0.0","0.00","29.33","30.01"," 3.3","14","4.4"
18,2012-07-15,"90","73","82","-5","69","72","0","17","0530","1937","TS","0.0","0.16","29.44","29.96"," 2.8","14","5.9"
19,2012-07-15,"88","72","80"," 8","67","71","0","15","0426","1929"," ","0.0","0.00","29.26","30.00"," 2.3","16","7.5"
20,2012-07-15,"92","71","82","M","69","71","0","17","-","-","RA BR","0.0","0.06","29.25","29.95"," 2.8","15","6.1"
1,2012-07-16,"92","73","83","M","68","72","0","18","-","-","RA","M","0.02","29.65","29.79"," 2.9","30","5.3"
2,2012-07-16,"87","69","78"," 7","66","70","0","13","0425","1922"," ","0.0","  T","28.77","29.82"," 9.7","29","9.9"
3,2012-07-16,"96","74","85"," 1","67","73","0","20","0518","1941"," ","0.0","0.00","29.19","29.90","11.0","17","11.5"
4,2012-07-16,"93","69","81","-4","70","74","0","16","0540","1934"," ","0.0","0.00","29.27","29.95"," 2.1","16","3.8"
5,2012-07-16,"M","M","M","M","M","M","M","M","0422","1919"," ","M","M","M","M","M","M","M"
6,2012-07-16,"93","69","81","-3","71","74","0","16","0540","1934"," ","0.0","0.00","29.43","29.94"," 5.5","16","5.6"
7,2012-07-16,"95","73","84","M","64","71","0","19","-","-"," ","0.0","0.00","28.54","29.89","12.9","17","13.1"
8,2012-07-16,"91","70","M","M","70","74","M","M","-","-","RA DZ","M","0.00","29.62","M"," 3.9","16","4.2"
9,2012-07-16,"97","73","85","M","67","73","0","20","-","-"," ","M","0.00","29.02","29.77"," 9.2","20","10.4"
10,2012-07-16,"89","79","84","M","72","75","0","19","0536","1930","TS","M","0.18","30.01","30.02"," 2.6","13","5.7"
11,2012-07-16,"88","73","81","-1","72","74","0","16","0535","1930","TSRA","0.0","0.05","30.00","30.02"," 1.8","09","2.9"
12,2012-07-16,"88","71","80","M","72","74","0","15","-","-","TSRA RA","0.0","0.59","29.99","30.03"," 1.6","14","2.5"
13,2012-07-16,"90","59","75","M","51","59","0","10","-","-","TSRA RA","M","0.36","24.25","29.85"," 2.4","20","7.2"
14,2012-07-16,"95","71","83"," 1","64","70","0","18","0527","1946"," ","0.0","0.00","28.54","29.89","11.7","17","11.9"
15,2012-07-16,"89","67","78"," 8","68","71","0","13","0421","1924","BR","0.0","0.01","29.42","29.79"," 4.6","32","4.8"
16,2012-07-16,"90","70","80","M","68","71","0","15","-","-"," ","M","  T","29.67","29.76"," 1.3","30","6.4"
17,2012-07-16,"96","74","85","M","66","73","0","20","-","-"," ","0.0","0.00","29.26","29.95"," 7.7","19","7.9"
18,2012-07-16,"95","72","84","-3","68","73","0","19","0531","1936"," ","0.0","0.00","29.43","29.94"," 8.9","17","9.7"
19,2012-07-16,"98","75","87","15","66","73","0","22","0427","1928"," ","0.0","0.00","29.13","29.88","11.6","23","11.9"
20,2012-07-16,"95","70","83","M","69","73","0","18","-","-"," ","0.0","0.00","29.24","29.94"," 6.3","16","7.2"
1,2012-07-17,"96","69","83","M","66","72","0","18","-","-","RA","M","  T","29.57","29.72"," 7.6","22","8.1"
2,2012-07-17,"92","72","82","11","65","71","0","17","0426","1922"," ","0.0","0.00","28.71","29.76"," 9.8","24","11.1"
3,2012-07-17,"100","79","90"," 6","65","73","0","25","0519","1940"," ","0.0","0.00","29.16","29.86","11.2","19","11.8"
4,2012-07-17,"90","76","83","-2","73","75","0","18","0540","1934"," ","0.0","  T","29.27","29.94"," 4.2","15","5.4"
5,2012-07-17,"M","M","M","M","M","M","M","M","0423","1918"," ","M","M","M","M","M","M","M"
6,2012-07-17,"89","73","81","-3","73","76","0","16","0540","1933"," ","0.0","  T","29.43","29.93"," 4.7","14","5.1"
7,2012-07-17,"99","73","86","M","62","71","0","21","-","-"," ","0.0","0.00","28.53","29.86","15.4","19","15.9"
8,2012-07-17,"86","77","M","M","72","74","M","M","-","-","RA","M","0.01","29.60","M"," 2.5","16","2.9"
9,2012-07-17,"92","75","84","M","71","74","0","19","-","-"," ","M","  T","29.06","29.80"," 4.4","03","5.7"
10,2012-07-17,"91","75","83","M","70","74","0","18","0536","1929","RA","M","0.75","29.95","29.98"," 1.6","22","3.9"
11,2012-07-17,"90","73","82"," 0","71","74","0","17","0536","1930"," ","0.0","0.00","29.94","29.98"," 1.4","16","2.5"
12,2012-07-17,"90","74","82","M","71","74","0","17","-","-","RA","0.0","  T","29.93","29.99"," 1.8","17","3.0"
13,2012-07-17,"87","59","73","M","48","58","0"," 8","-","-"," ","M","  T","24.29","29.88"," 1.4","21","5.8"
14,2012-07-17,"99","71","85"," 3","62","70","0","20","0528","1945"," ","0.0","0.00","28.53","29.86","12.2","18","12.8"
15,2012-07-17,"95","64","80","10","68","71","0","15","0421","1923","RA BR","0.0","0.37","29.36","29.71"," 3.4","21","4.5"
16,2012-07-17,"95","68","82","M","66","72","0","17","-","-","BR","M","0.00","29.60","29.69"," 7.7","24","8.2"
17,2012-07-17,"100","75","88","M","65","73","0","23","-","-"," ","0.0","0.00","29.23","29.91"," 8.0","19","8.2"
18,2012-07-17,"98","77","88"," 1","68","74","0","23","0531","1936"," ","0.0","0.00","29.41","29.91"," 9.5","18","10.0"
19,2012-07-17,"100","73","87","15","68","73","0","22","0428","1928"," ","0.0","0.00","29.10","29.82"," 5.4","29","9.8"
20,2012-07-17,"97","75","86","M","69","74","0","21","-","-"," ","0.0","0.00","29.23","29.91"," 4.9","18","6.8"
1,2012-07-18,"89","73","81","M","69","M","0","16","-","-","TS","M","0.15","M","M"," 1.2","33","3.9"
2,2012-07-18,"91","71","81","10","69","72","0","16","0427","1921","RA","0.0","0.03","28.74","29.82"," 5.8","27","8.1"
3,2012-07-18,"103","80","92"," 8","64","73","0","27","0520","1940"," ","0.0","0.00","29.20","29.89"," 9.7","20","10.3"
4,2012-07-18,"92","76","84","-1","73","76","0","19","0541","1934"," ","0.0","0.00","29.32","29.98"," 2.6","18","4.4"
5,2012-07-18,"M","M","M","M","M","M","M","M","0424","1918"," ","M","M","M","M","M","M","M"
6,2012-07-18,"91","74","83","-1","73","75","0","18","0541","1933"," ","0.0","  T","29.47","29.98"," 4.5","18","5.0"
7,2012-07-18,"100","77","89","M","64","72","0","24","-","-"," ","0.0","0.00","28.58","29.90","12.4","19","12.7"
8,2012-07-18,"90","73","M","M","71","74","M","M","-","-","TS RA HZ","M","0.03","29.64","M"," 1.9","18","2.2"
9,2012-07-18,"82","71","77","M","69","71","0","12","-","-","TSRA RA BR","M","0.65","29.15","29.87"," 5.8","08","7.1"
10,2012-07-18,"90","75","83","M","72","74","0","18","0537","1929","TS TSRA RA","M","0.21","30.01","30.05"," 5.9","21","6.6"
11,2012-07-18,"90","71","81","-1","72","74","0","16","0536","1930","TS","0.0","  T","29.98","30.04"," 4.7","22","5.5"
12,2012-07-18,"92","75","84","M","72","74","0","19","-","-","RA","0.0","0.01","29.98","30.05"," 4.0","22","4.6"
13,2012-07-18,"92","58","75","M","46","58","0","10","-","-","TSRA RA","M","  T","24.36","29.95"," 6.0","19","8.5"
14,2012-07-18,"101","74","88"," 6","65","72","0","23","0529","1945"," ","0.0","0.00","28.58","29.91"," 9.5","19","10.0"
15,2012-07-18,"87","65","76"," 6","64","68","0","11","0422","1922","BR","0.0","0.00","29.41","29.81"," 4.2","34","4.6"
16,2012-07-18,"88","71","80","M","70","73","0","15","-","-","TSRA","M","1.09","29.65","29.78"," 1.5","30","4.8"
17,2012-07-18,"104","75","90","M","64","73","0","25","-","-"," ","0.0","0.00","29.26","29.93"," 6.0","21","6.2"
18,2012-07-18,"99","77","88"," 1","68","75","0","23","0532","1936"," ","0.0","0.00","29.45","29.95"," 7.6","18","8.1"
19,2012-07-18,"81","70","76"," 4","69","71","0","11","0429","1927","TSRA BR","0.0","0.54","29.18","29.91"," 8.0","05","8.3"
20,2012-07-18,"99","76","88","M","69","75","0","23","-","-"," ","0.0","0.00","29.26","29.95"," 4.2","18","5.8"
1,2012-07-19,"84","65","75","M","56","M","0","10","-","-"," ","M","0.00","29.83","M"," 1.4","03","3.4"
2,2012-07-19,"80","66","73"," 2","52","61","0"," 8","0428","1920"," ","0.0","0.00","28.90","29.98"," 2.6","01","5.6"
3,2012-07-19,"107","76","92"," 8","67","74","0","27","0520","1939","TSRA","0.0","0.32","29.23","29.92"," 5.5","22","8.3"
4,2012-07-19,"95","74","85"," 0","71","75","0","20","0542","1933"," ","0.0","0.00","29.38","30.04"," 1.9","19","3.5"
5,2012-07-19,"M","M","M","M","M","M","M","M","0425","1917"," ","M","M","M","M","M","M","M"
6,2012-07-19,"94","71","83","-1","72","75","0","18","0542","1932"," ","0.0","0.00","29.54","30.04"," 4.8","20","5.2"
7,2012-07-19,"104","80","92","M","62","72","0","27","-","-"," ","0.0","0.00","28.63","29.95"," 8.1","19","11.4"
8,2012-07-19,"93","73","M","M","71","75","M","M","-","-","FG BR HZ","M","0.00","29.70","M"," 4.0","20","4.2"
9,2012-07-19,"84","69","77","M","66","69","0","12","-","-"," ","M","0.00","29.27","30.00"," 2.8","06","4.8"
10,2012-07-19,"89","77","83","M","73","75","0","18","0537","1929","TS","M","0.08","30.08","30.11"," 7.0","21","7.9"
11,2012-07-19,"87","73","80","-2","74","75","0","15","0537","1929","FG","0.0","0.40","30.06","30.10"," 6.2","21","6.7"
12,2012-07-19,"90","76","83","M","73","75","0","18","-","-","RA","0.0","0.09","30.06","30.11"," 5.4","21","5.8"
13,2012-07-19,"94","61","78","M","44","59","0","13","-","-"," ","M","0.00","24.39","29.99"," 8.3","16","9.2"
14,2012-07-19,"104","78","91"," 9","62","71","0","26","0529","1944"," ","0.0","0.00","28.63","29.95"," 5.9","20","10.0"
15,2012-07-19,"81","53","67","-3","52","59","0"," 2","0423","1922"," ","0.0","0.00","29.59","29.98"," 3.5","34","4.5"
16,2012-07-19,"77","63","70","M","59","64","0"," 5","-","-"," ","M","0.01","29.83","29.95"," 2.5","12","3.8"
17,2012-07-19,"107","74","91","M","66","74","0","26","-","-","RA","0.0","0.23","29.29","29.97"," 3.5","21","4.8"
18,2012-07-19,"101","79","90"," 3","66","74","0","25","0532","1935"," ","0.0","0.00","29.49","30.00"," 5.2","21","6.8"
19,2012-07-19,"80","67","74"," 2","68","69","0"," 9","0430","1926","TSRA RA BR","0.0","0.39","29.21","29.93"," 5.9","02","9.2"
20,2012-07-19,"100","79","90","M","67","74","0","25","-","-"," ","0.0","0.00","29.31","30.00"," 2.9","20","5.5"
1,2012-07-20,"75","57","66","M","56","61","0"," 1","-","-"," ","M","0.00","29.91","30.08"," 3.2","07","4.1"
2,2012-07-20,"69","57","63","-8","55","59","2"," 0","0428","1919"," ","0.0","0.00","28.98","30.07"," 3.7","07","4.6"
3,2012-07-20,"106","73","90"," 6","64","73","0","25","0521","1939"," ","0.0","0.00","29.23","29.92"," 5.5","03","6.7"
4,2012-07-20,"98","75","87"," 2","69","75","0","22","0542","1933"," ","0.0","0.00","29.34","30.01"," 2.5","20","3.5"
5,2012-07-20,"M","M","M","M","M","M","M","M","0426","1916"," ","M","M","M","M","M","M","M"
6,2012-07-20,"96","75","86"," 2","71","75","0","21","0542","1932"," ","0.0","0.00","29.49","30.01"," 6.6","20","7.1"
7,2012-07-20,"108","81","95","M","57","71","0","30","-","-"," ","0.0","0.00","28.61","29.93"," 1.7","15","8.8"
8,2012-07-20,"95","75","M","M","70","75","M","M","-","-","BR","M","0.00","29.68","M"," 5.3","21","6.1"
9,2012-07-20,"86","66","76","M","65","69","0","11","-","-","RA","M","0.01","29.29","30.05"," 6.2","16","6.9"
10,2012-07-20,"97","78","88","M","71","76","0","23","0538","1928"," ","M","0.00","30.05","30.07"," 8.2","21","9.0"
11,2012-07-20,"93","73","83"," 1","73","76","0","18","0537","1929"," ","0.0","0.00","30.03","30.07"," 7.2","22","7.6"
12,2012-07-20,"96","76","86","M","72","76","0","21","-","-"," ","0.0","0.00","30.03","30.08"," 7.1","22","7.2"
13,2012-07-20,"94","61","78","M","43","59","0","13","-","-"," ","M","0.00","24.40","29.98"," 7.6","16","8.5"
14,2012-07-20,"109","78","94","12","57","70","0","29","0530","1944"," ","0.0","0.00","28.60","29.93"," 1.1","13","7.8"
15,2012-07-20,"76","53","65","-6","53","58","0"," 0","0424","1921"," ","0.0","0.00","29.69","30.07"," 1.0","15","2.2"
16,2012-07-20,"72","55","64","M","57","61","1"," 0","-","-"," ","M","0.00","29.93","30.04"," 2.8","06","3.7"
17,2012-07-20,"106","72","89","M","64","73","0","24","-","-","BR","0.0","0.00","29.28","29.96"," 4.8","03","4.9"
18,2012-07-20,"106","80","93"," 6","68","74","0","28","0533","1935","RA","0.0","0.09","29.45","29.96"," 3.1","25","7.4"
19,2012-07-20,"77","66","72","-1","59","65","0"," 7","0430","1926"," ","0.0","0.00","29.34","30.07"," 7.3","06","8.2"
20,2012-07-20,"105","76","91","M","68","74","0","26","-","-","RA","0.0","0.29","29.26","29.96"," 5.0","26","8.2"
1,2012-07-21,"83","54","69","M","52","60","0"," 4","-","-","BR","M","  T","29.94","30.10"," 2.0","12","3.6"
2,2012-07-21,"79","54","67","-4","52","58","0"," 2","0429","1919"," ","0.0","0.00","29.02","30.11"," 3.1","15","5.4"
3,2012-07-21,"104","67","86"," 2","61","70","0","21","0522","1938"," ","0.0","0.00","29.23","29.93"," 4.1","07","6.4"
4,2012-07-21,"100","75","88"," 3","68","74","0","23","0543","1932"," ","0.0","0.00","29.28","29.94"," 2.3","18","4.1"
5,2012-07-21,"M","M","M","M","M","M","M","M","0426","1915"," ","M","M","M","M","M","M","M"
6,2012-07-21,"98","75","87"," 3","69","74","0","22","0543","1932"," ","0.0","0.00","29.44","29.94"," 5.5","19","6.5"
7,2012-07-21,"105","73","89","M","56","69","0","24","-","-"," ","0.0","0.00","28.60","29.92"," 7.9","07","8.5"
8,2012-07-21,"95","75","M","M","70","75","M","M","-","-","HZ","M","0.00","29.62","M"," 5.7","20","6.5"
