,neighborhoods,price,sqft,title,,,,
1482, (Ridge),"$379,900 ","
                    4br -
                    2400ft2 -
                ",Colonial...Style so Gracious & Extra Spacious,,,,
1483, (Ridge),"$379,900 ","
                    4br -
                    2400ft2 -
                ",Colonial...Style so Gracious & Extra Spacious,,,,
1740, (MARIETTA  PA),"$379,900 ","
                    4br -
                    4599ft2 -
                ",4br - 4599ft2 - BARN CONVERSION 4BR 3 1/2 BATH 45.99 SQ FT 2.44 ACRES,,,,
69, (JAMAICA 9055119),"$379,999 ",NA,* IT'S TIME FOR SAVINGS *,,,,
887, (Queens),"$380,000 ","
                    1br -
                ",NEW...NO BOARD APPROVAL... ONE BEDROOM CO-OP...Jackson Heights,,,,
1237, (Hollis),"$380,000 ","
                    4br -
                ",Great Location__Quite Block__Full Finished Basement__,,,,
1128," (Clarks Summit, PA)","$387,000 ","
                    2br -
                ","20-Acres Pristine Land, Rustic Cabin, Custom Barn, Ponds",,,,
698, (ROSSVILLE),"$389,000 ","
                    3300ft2 -
                ",COMMERCIAL PROPERTY FOR SALE (ARTHUR KILL RD),,,,
706, (ROSSVILLE),"$389,000 ","
                    3300ft2 -
                ",COMMERCIAL PROPERTY FOR SALE (ARTHUR KILL RD),,,,
907, (Springfield/Rosedale),"$389,000 ","
                    6br -
                ",2 Family home in Prime Area. Fix -upper/handyman special.,,,,
1861, (Bronx),"$389,000 ","
                    3br -
                ",2 Bath House,,,,
167,NA,"$390,000 ","
                    2br -
                ",2 br condo upper ditmars,,,,
1280, (Cambria heights),"$390,000 ","
                    3br -
                ",__Quite Block__1 Family House__Full Finished Basement__,,,,
1821, (1050 Midland Ave),"$395,000 ","
                    5br -
                ",Bronxville PO-,,,,
2236, (E 232 St),"$395,000 ","
                    6br -
                ","Attached 2 propertys togather,4 family house!",,,,
218, (NEW BRIGHTON),"$399,000 ","
                    3br -
                    1428ft2 -
                ",ONE FAMILY DETACHED (WINTER AVE),,,,
318, (Queens Village),"$399,000 ","
                    3br -
                ",House for sale!,,,,
358, (Springfield Gardens),"$399,000 ","
                    3br -
                ",Renovated House for sale!!!,,,,
367, (JAMAICA 9133819),"$399,000 ","
                    3br -
                ",* LIVING IN QUEENS IS LIVING LIFE *,,,,
450, (Springfield Gardens),"$399,000 ","
                    3br -
                ",Newly renovated house for sale!!,,,,
567, (Thieriot Ave),"$399,000 ","
                    3br -
                    1500ft2 -
                ",<-- ### <-- )( Detached 1 Family Home 3 Bedrooms  !* ||,,,,
589, (Queens Village),"$399,000 ","
                    3br -
                ",House for sale!,,,,
639, (Queens),"$399,000 ","
                    3br -
                ",Renovated House for sale!!!,,,,
640, (76 Hobart Ave.),"$399,000 ","
                    3br -
                    1520ft2 -
                ",Port Chester   This is a terrific starter home.,,,,
713, (Queens),"$399,000 ","
                    3br -
                ",HOUSE SALE!!!!,,,,
726, (Queens),"$399,000 ","
                    3br -
                ",House for sale!,,,,
744, (Queens),"$399,000 ","
                    3br -
                ",House Sale,,,,
1018, (Off Chelsea St- Elmont),"$399,000 ","
                    5br -
                ",House 4 Sale,,,,
1034," (Annadale, Staten Island)","$399,000 ","
                    2br -
                    864ft2 -
                ",Beautiful location-Modern 4 room 1-2 Bedroom home for sale(25X100 lot),,,,
1156, (Thieriot Ave),"$399,000 ","
                    11ft2 -
                ",^^^ /\ Detached 1 Family Home 3 Bedrooms  ↜ _ -!,,,,
1229, (Thieriot Ave),"$399,000 ","
                    11ft2 -
                ",&! /\ Detached 1 Family Home 3 Bedrooms  ↠ -!,,,,
1283, (Saint Albans),"$399,000 ","
                    4br -
                ",Check Out This House__Private Driveway__Detached Garage__,,,,
1372, (Thieriot Ave),"$399,000 ","
                    11ft2 -
                ",↩ Detached 1 Family Home 3 Bedrooms  ✔,,,,
1784, (4816 Barnes Ave),"$399,000 ","
                    3br -
                    1665ft2 -
                ",North East Bronx,,,,
1899, (Hatrsdale),"$399,000 ","
                    2br -
                    1414ft2 -
                ",Pent House for sale!!,,,,
1900, (Hatrsdale),"$399,000 ","
                    2br -
                    1414ft2 -
                ",Pent House for sale!!,,,,
1953, (Massapequa),"$399,000 ","
                    5br -
                ",House For Sale,,,,
2191, (Peekskill),"$399,000 ","
                    4600ft2 -
                ","Peekskill, NY Multiplex for Sale - 5 unit",,,,
2313, (CLIFTON),"$399,000 ","
                    4br -
                ",One family home for sale in Clifton,,,,
856, (MT. KISCO),"$399,021 ","
                    3br -
                    1792ft2 -
                ",JUST REDUCED! BEAUTIFUL CONTEMPORARY HOME FOR SALE ON LAURELTON ROAD,,,,
2104, (Flushing),"$399,999 ","
                    3br -
                    1150ft2 -
                ",2 Bath Co-op,,,,
894, (QUEENS),"$400,000 ","
                    2br -
                ",NEW...NO BOARD APPROVAL...KEW GARDENS...TWO BEDROOM CO-OP...,,,,
2348, (Tarrytown),"$405,000 ","
                    2br -
                    1250ft2 -
                ",2bd 2ba Condo for Sale in Tarrytown,,,,
2178," (Downtown Stamford, CT)","$408,500 ","
                    2br -
                ",★DOWNTOWN CONDO ★2BR/2BA/2 Garage,,,,
351, (cambria heights 9595119),"$409,000 ","
                    5br -
                ",* MOTHER & DAUGHTER HOUSE *,,,,
1551,NA,"$409,000 ","
                    3br -
                ",beautifully renovated 1 family house in queens,,,,
2103, (Corona),"$418,000 ","
                    2br -
                ",1 Bath Condo,,,,
292, (ELMONT 57),"$419,000 ","
                    5br -
                ",* IT'S THE BLACK FRIDAY DEAL *,,,,
754, (canarsie),"$419,999 ","
                    3br -
                ",lovely renovated ranch,,,,
1304, (Brooklyn............((FOR SALE OR RENT))),"$420,000 ","
                    700ft2 -
                ",842 Ocean Parkway - New Construction - Commercial Space !,,,,
2153," (Stamford,CT)","$420,000 ","
                    2br -
                    1600ft2 -
                ",★FAB Townhouse★2BR-2BA-GARAGE  by Water Shippan !,,,,
66," (244 W. Crooked Hill Rd., Pearl River, NY)","$425,000 ","
                    28826ft2 -
                ",BUILDING LOT Pearl River NY Rockland County,,,,
1825, (881 Irvine St),"$425,000 ","
                    8br -
                ",Hunts Point - 3 Family House for Sale,,,,
1838, (4384 Locust Point Drive),"$425,000 ","
                    3br -
                    1620ft2 -
                ",Locust Point Area of Throggs Neck-,,,,
1954, (Massapequa),"$425,000 ","
                    3br -
                ",House For Sale,,,,
2081, (FOREST HILLS),"$425,000 ","
                    2br -
                    1200ft2 -
                ",2BR/1BA - D/M -  Co-Op NO BOARD APPROVAL - Forest Hills,,,,
2322, (BAY RIDGE),"$425,000 ","
                    2br -
                ",Highly coveted co op for sale in Bay Ridge,,,,
2337, (Jamaica NY),"$425,000 ","
                    4br -
                ",4 Bedroom 2 Bath Home for Sale,,,,
2443, (GRANT CITY),"$425,000 ","
                    2br -
                ",Ranch style home with new approved plans for sale in Grant City,,,,
2171," (Downtown Stamford, CT)","$428,000 ","
                    2br -
                    1271ft2 -
                ",★ DOWNTOWN CLASSIC★Luxury Hirise 2BR/DEN/2GARAGE,,,,
61, (BROOKLYN),"$429,000 ",NA,"1 Family Brick, Attached -- Fully Renovated",,,,
71, (BRONX),"$429,000 ",NA,Newly Remodeled Attached 1 Family,,,,
251, (Springfield Gardens),"$429,000 ","
                    3br -
                ",Newly renovated house for sale!!,,,,
260, (BRONX),"$429,000 ","
                    3br -
                ",Newly Remodeled Attached 1 Family,,,,
317, (Springfield Gardens),"$429,000 ","
                    3br -
                ",House for sale!,,,,
449, (Springfield Gardens),"$429,000 ","
                    3br -
                ",HOUSE SALE!!!!,,,,
453, (Springfield Gardens),"$429,000 ","
                    3br -
                ",House sale!!!,,,,
457, (Ely Ave),"$429,000 ","
                    3br -
                    2000ft2 -
                ",() 1 Family Home Duplex Over Basement,,,,
545, (Springfield Gardens),"$429,000 ","
                    3br -
                ",House for sale!,,,,
577, (Springfield Gardens),"$429,000 ","
                    3br -
                ",HOUSE SALE!!!!,,,,
699, (QUEENS),"$429,000 ","
                    3br -
                ",Detached 1 Family -- Colonial Renovated,,,,
707, (QUEENS),"$429,000 ","
                    3br -
                ",Detached 1 Family -- Colonial Renovated,,,,
733, (Howard Beach),"$429,000 ","
                    3br -
                ",HOUSE SALE!!!!,,,,
776, (Springfield Gardens),"$429,000 ","
                    3br -
                ",House sale!!!,,,,
777, (Howard Beach),"$429,000 ","
                    3br -
                ",House for sale!,,,,
865, (BROOKLYN),"$429,000 ","
                    3br -
                ","1 Family Brick, Attached -- Fully Renovated",,,,
877, (BRONX),"$429,000 ","
                    3br -
                ",Newly Remodeled Attached 1 Family,,,,
1135, (Ely Ave),"$429,000 ","
                    6br -
                    8ft2 -
                ",1 Family Home Duplex Over Basement,,,,
1253,NA,"$429,000 ","
                    4br -
                ",huge 1 family house in williamsbridge,,,,
1471, (Bouck Ave),"$429,000 ","
                    3br -
                    1600ft2 -
                ",/\ Gut Renovated 1 Family Home in Pelham Gardens   + ***,,,,
1493, (BROOKLYN),"$429,000 ","
                    3br -
                ","1 Family Brick, Attached -- Fully Renovated",,,,
1494, (Bronx),"$429,000 ","
                    6br -
                    11ft2 -
                ",|| Fully Renovated 1 Family Home  * \/,,,,
1497, (BRONX),"$429,000 ","
                    3br -
                ",Newly Remodeled Attached 1 Family,,,,
1501, (BROOKLYN),"$429,000 ","
                    3br -
                ","1 Family Brick, Attached -- Fully Renovated",,,,
1502, (Bronx),"$429,000 ","
                    6br -
                    11ft2 -
                ",|| Fully Renovated 1 Family Home  * \/,,,,
1505, (BRONX),"$429,000 ","
                    3br -
                ",Newly Remodeled Attached 1 Family,,,,
1519, (Bouck Ave),"$429,000 ","
                    6br -
                    11ft2 -
                ","1 Family Home 3 Br, Driveway",,,,
1593, (Bouck Ave),"$429,000 ","
                    6br -
                    11ft2 -
                ",✔ ↜ ;) Single Family Home Brick 3br 2bath with Driveway  {#} +,,,,
1859, (QUEENS),"$429,000 ","
                    3br -
                ",Detached 1 Family -- Colonial Renovated,,,,
1949, (Jamaica),"$429,000 ","
                    3br -
                ",House For Sale,,,,
1955, (Massapequa),"$429,000 ","
                    4br -
                ",House For Sale,,,,
2028, (Bronx),"$429,000 ","
                    3br -
                ","#house #forsale #Bronx #NY List Price:$429,000",,,,
2225, (Adee Av(mickle av)),"$429,000 ","
                    3br -
                ","In ""Baychester"" area,single family home available!",,,,
2246, (BROOKLYN),"$429,000 ","
                    3br -
                ","1 Family Brick, Attached -- Fully Renovated",,,,
2275, (Edwards Av(pelham bay)),"$429,000 ","
                    3br -
                ",well renovated single house in a quiet area!,,,,
2321, (BRONX),"$429,000 ","
                    3br -
                ",Newly Remodeled Attached 1 Family,,,,
2054, (WEST HAVEN),"$429,500 ","
                    4br -
                    2232ft2 -
                ",DIRECT WATERFRONT!,,,,
180, (South Ozone Park),"$437,500 ","
                    3br -
                ",Fully Renovated 100% Brick 1 Family in South Ozone Park + Garage,,,,
1529, (3201 Throop Ave),"$439,000 ","
                    3br -
                ",BEUTIFUL ONE FAMILY HOUSE FOR SALE THE BRONX -FULL RENOVATED,,,,
1536, (139-02 Lakewood Ave),"$439,000 ","
                    4br -
                ",BEUTIFUL ONE FAMILY HOUSE FOR SALE QUEENS  -FULL RENOVATED,,,,
2165, (STAMFORD DOWNTOWN),"$439,000 ","
                    2br -
                    1371ft2 -
                ",LUXURY HI-RISE DOWNTOWN 2BR/2BA/GARAGE DREAM CONDO,,,,
576, (QUEENS),"$439,999 ","
                    2br -
                ","Semi-Detached, 1 Family Brick -- Renovated",,,,
1148, (QUEENS),"$439,999 ","
                    2br -
                ","Semi-Detached, 1 Family Brick -- Renovated",,,,
1791, (QUEENS),"$439,999 ","
                    2br -
                ","Semi-Detached, 1 Family Brick -- Renovated",,,,
692, (westfield),"$440,000 ",NA,2270 sq ft house short sale,,,,
700, (westfield),"$440,000 ",NA,2270 sq ft house short sale,,,,
1793," (Millsboro, DE)","$448,500 ","
                    3br -
                    2928ft2 -
                ",DISCOVER DELAWARE and THE PENINSULA ON THE INDIAN RIVER BAY,,,,
